eg,chemsys,nelements,formula
0.0,Ac,1,Ac
0.0,Ac,1,Ac
0.0,Ac,1,Ac
0.0,Ac,1,Ac
0.0,Ac-Ag-Ir,3,Ac2AgIr
0.0,Ac-Ag-Pb,3,Ac2AgPb
0.2005999999999999,Ac-Br-O,3,Ac2Br2O
0.0,Ac-Cd-Ga,3,Ac2CdGa
0.0,Ac-Cd-Ge,3,Ac2CdGe
0.0,Ac-Cd-Hg,3,Ac2CdHg
0.0,Ac-Cd-Sn,3,Ac2CdSn
0.2363,Ac-Cl-O,3,Ac2Cl2O
0.0,Ac-Cu-Ge,3,Ac2CuGe
0.0,Ac-Cu-Ir,3,Ac2CuIr
0.0,Ac-Cu-Ru,3,Ac2CuRu
0.0,Ac-Cu-Si,3,Ac2CuSi
0.0,Ac-Cu-Sn,3,Ac2CuSn
0.0,Ac-Cu-Ga,3,Ac2GaCu
0.0,Ac-Ga-Si,3,Ac2GaSi
0.0,Ac-Ge-Pd,3,Ac2GePd
0.0,Ac-Ge-Hg,3,Ac2HgGe
0.0,Ac-Ga-In,3,Ac2InGa
0.0,Ac-Au-Ir,3,Ac2IrAu
0.0,Ac-Ir-Pd,3,Ac2IrPd
0.0,Ac-Ir-Rh,3,Ac2IrRh
0.0,Ac-Mg,2,Ac2Mg
0.0,Ac-Mg,2,Ac2Mg
0.0,Ac-Mg,2,Ac2Mg
0.2016,Ac-Ga-Mg,3,Ac2MgGa
0.0,Ac-Mg-Pb,3,Ac2MgPb
0.0,Ac-Mg-Sn,3,Ac2MgSn
0.2200000000000006,Ac-Mg-Tl,3,Ac2MgTl
0.0,Ac-Ge-Ni,3,Ac2NiGe
0.0,Ac-Ir-Ni,3,Ac2NiIr
3.5226,Ac-O,2,Ac2O3
3.0275000000000003,Ac-S,2,Ac2S3
0.0,Ac-Au-Si,3,Ac2SiAu
0.0,Ac-Hg-Si,3,Ac2SiHg
0.0,Ac-Pd-Si,3,Ac2SiPd
0.0,Ac-Hg-Sn,3,Ac2SnHg
0.0,Ac-Cd-Tl,3,Ac2TlCd
0.0,Ac-In-Tl,3,Ac2TlIn
0.0,Ac-Sn-Tl,3,Ac2TlSn
0.0,Ac-Au-Zn,3,Ac2ZnAu
0.0,Ac-Ga-Zn,3,Ac2ZnGa
0.0,Ac-Ge-Zn,3,Ac2ZnGe
0.0,Ac-Hg-Zn,3,Ac2ZnHg
0.0,Ac-In-Zn,3,Ac2ZnIn
0.0,Ac-Ir-Zn,3,Ac2ZnIr
0.0,Ac-Si-Zn,3,Ac2ZnSi
0.0,Ac-Sn-Zn,3,Ac2ZnSn
0.0,Ac-Ag,2,Ac3Ag
0.0,Ac-Ag,2,Ac3Ag
0.0,Ac-Au,2,Ac3Au
0.0,Ac-Br,2,Ac3Br
0.0,Ac-Cd,2,Ac3Cd
0.0,Ac-Cd,2,Ac3Cd
0.0,Ac-Ce,2,Ac3Ce
0.0,Ac-Ce,2,Ac3Ce
0.0,Ac-Ce,2,Ac3Ce
0.0,Ac-Cl,2,Ac3Cl
0.0,Ac-Cl,2,Ac3Cl
0.0,Ac-Cr,2,Ac3Cr
0.0,Ac-Dy,2,Ac3Dy
0.0,Ac-Dy,2,Ac3Dy
0.0,Ac-Er,2,Ac3Er
0.0,Ac-Er,2,Ac3Er
0.0,Ac-Eu,2,Ac3Eu
0.0,Ac-Hg,2,Ac3Hg
0.0,Ac-Ho,2,Ac3Ho
0.0,Ac-I,2,Ac3I
0.0,Ac-I,2,Ac3I
0.0,Ac-In,2,Ac3In
0.0,Ac-La,2,Ac3La
0.0,Ac-La,2,Ac3La
0.0,Ac-Lu,2,Ac3Lu
0.0,Ac-Lu,2,Ac3Lu
0.0,Ac-Mo,2,Ac3Mo
0.0,Ac-Nb,2,Ac3Nb
0.0,Ac-Nd,2,Ac3Nd
0.0,Ac-Np,2,Ac3Np
0.0,Ac-Pa,2,Ac3Pa
0.0,Ac-Pm,2,Ac3Pm
0.0,Ac-Pr,2,Ac3Pr
0.0,Ac-Sc,2,Ac3Sc
0.0,Ac-Si,2,Ac3Si
0.0,Ac-Sm,2,Ac3Sm
0.0,Ac-Sn,2,Ac3Sn
0.0,Ac-Tb,2,Ac3Tb
0.0,Ac-Th,2,Ac3Th
0.0,Ac-Ti,2,Ac3Ti
0.0,Ac-Tl,2,Ac3Tl
0.0,Ac-Tm,2,Ac3Tm
0.0,Ac-Tm,2,Ac3Tm
0.0,Ac-V,2,Ac3V
0.0,Ac-Y,2,Ac3Y
0.0,Ac-Y,2,Ac3Y
0.0,Ac-Zn,2,Ac3Zn
0.0,Ac-Zn,2,Ac3Zn
0.0,Ac-Zr,2,Ac3Zr
0.0,Ac-Zr,2,Ac3Zr
0.0,Ac-Ag,2,AcAg
0.0,Ac-Ag-Pb,3,AcAg2Pb
0.0,Ac-Ag-Sn,3,AcAg2Sn
0.0,Ac-Ag,2,AcAg3
0.0,Ac-Ag-Au,3,AcAgAu2
0.0,Ac-Ag-Hg,3,AcAgHg2
0.0793999999999996,Ac-Ag-Te,3,AcAgTe2
0.0,Ac-Al,2,AcAl3
4.1024,Ac-Al-O,3,AcAlO3
0.0,Ac-Au,2,AcAu3
0.8071000000000002,Ac-B-O,3,AcBO3
0.0,Ac-Au-Bi,3,AcBiAu2
4.103299999999999,Ac-Br,2,AcBr3
4.241,Ac-Br-O,3,AcBrO
0.0,Ac-Cd,2,AcCd3
0.0,Ac-Ag-Cd,3,AcCdAg2
0.0,Ac-Au-Cd,3,AcCdAu2
0.0,Ac-Cd-Hg,3,AcCdHg2
0.0,Ac-Cd-Rh,3,AcCdRh2
0.0,Ac-Ce,2,AcCe3
0.0,Ac-Ce,2,AcCe3
0.0,Ac-Ce,2,AcCe3
0.0,Ac-Ce-Mg,3,AcCeMg2
5.0865,Ac-Cl,2,AcCl3
4.4451,Ac-Cl-O,3,AcClO
2.0031000000000008,Ac-Cr-O,3,AcCrO3
0.0,Ac-Cu,2,AcCu3
0.0,Ac-Cu-F-O,4,AcCuO2F
0.0,Ac-Cu-O,3,AcCuO3
0.0,Ac-Dy,2,AcDy3
0.0,Ac-Dy,2,AcDy3
0.0,Ac-Er,2,AcEr3
0.0,Ac-Eu,2,AcEu3
0.0,Ac-Au-Eu,3,AcEuAu2
0.0,Ac-Eu-Mg,3,AcEuMg2
0.0,Ac-Eu-Zn,3,AcEuZn2
7.4101,Ac-F,2,AcF3
6.162600000000001,Ac-F,2,AcF3
0.9887999999999996,Ac-Fe-O,3,AcFeO3
0.0,Ac-Ga,2,AcGa3
2.895900000000001,Ac-Ga-O,3,AcGaO3
0.4909999999999996,Ac-Ga-Te,3,AcGaTe2
0.0,Ac-Ge,2,AcGe3
0.0,Ac-H,2,AcH2
0.6406999999999998,Ac-H,2,AcH3
0.0,Ac-Hg,2,AcHg3
0.0,Ac-Au-Hg,3,AcHgAu2
0.0,Ac-Hg-Rh,3,AcHgRh2
0.0,Ac-Hg-Te,3,AcHgTe2
2.5886,Ac-I,2,AcI3
0.0,Ac-In,2,AcIn3
0.0,Ac-Ag-In,3,AcInAg2
0.0,Ac-Au-In,3,AcInAu2
0.0,Ac-Hg-In,3,AcInHg2
0.3799000000000001,Ac-In-Te,3,AcInTe2
0.0,Ac-La,2,AcLa
0.0,Ac-La,2,AcLa3
0.0,Ac-La,2,AcLa3
0.0,Ac-Cd-La,3,AcLaCd2
0.0,Ac-La-Mg,3,AcLaMg2
0.0,Ac-Mg,2,AcMg
0.0,Ac-Mg,2,AcMg3
0.0,Ac-Mg,2,AcMg3
0.0,Ac-Mg,2,AcMg5
0.0,Ac-Cd-Mg,3,AcMgCd2
0.0,Ac-Hg-Mg,3,AcMgHg2
0.0,Ac-Mg-O,3,AcMgO3
0.0,Ac-Mg-Tl,3,AcMgTl2
0.0,Ac-Mg-Zn,3,AcMgZn2
0.0,Ac-Mn-O,3,AcMnO3
0.0517000000000003,Ac-N,2,AcN
0.0,Ac-Nb,2,AcNb3
0.0,Ac-Nd,2,AcNd3
0.0,Ac-Nd,2,AcNd3
0.0,Ac-Mg-Nd,3,AcNdMg2
0.0,Ac-Ni-O,3,AcNiO3
0.0,Ac-O,2,AcO
4.256600000000001,Ac-F-O,3,AcOF
0.0,Ac-Au-Pb,3,AcPbAu2
0.0,Ac-O-Pd,3,AcPdO3
0.0,Ac-Pm,2,AcPm3
0.0,Ac-Pm,2,AcPm3
0.0,Ac-Pr,2,AcPr3
0.0,Ac-Pr,2,AcPr3
0.0,Ac-Mg-Pr,3,AcPrMg2
0.0,Ac-Pb-Rh,3,AcRh2Pb
0.0,Ac-Au-Sb,3,AcSbAu2
0.0,Ac-Sc,2,AcSc3
3.3847000000000005,Ac-O-Sc,3,AcScO3
0.0,Ac-Se,2,AcSe3
0.0,Ac-Se,2,AcSe3
0.0,Ac-Si,2,AcSi3
0.0,Ac-O-Si,3,AcSiO3
0.0,Ac-Sm,2,AcSm3
0.0,Ac-Sm,2,AcSm3
0.0,Ac-Au-Sn,3,AcSnAu2
0.0,Ac-Hg-Sn,3,AcSnHg2
0.0,Ac-Pd-Sn,3,AcSnPd2
0.0,Ac-Tb,2,AcTb3
0.0,Ac-Te,2,AcTe3
0.0,Ac-Th,2,AcTh
0.0,Ac-Th,2,AcTh3
0.0,Ac-O-Ti,3,AcTiO3
0.0,Ac-Ag-Tl,3,AcTlAg2
0.0,Ac-Au-Tl,3,AcTlAu2
0.0,Ac-Hg-Tl,3,AcTlHg2
0.0,Ac-Rh-Tl,3,AcTlRh2
0.6253000000000002,Ac-Te-Tl,3,AcTlTe2
0.0,Ac-O-V,3,AcVO3
0.0,Ac-Y,2,AcY3
0.0,Ac-Y,2,AcY3
0.0,Ac-Cd-Zn,3,AcZn2Cd
0.0,Ac-In-Zn,3,AcZn2In
0.0,Ac-Zn,2,AcZn3
0.0,Ac-Au-Zn,3,AcZnAu2
0.0,Ag,1,Ag
0.0,Ag,1,Ag
0.0,Ag,1,Ag
0.0,Ag,1,Ag
0.0,Ag,1,Ag
0.2584999999999997,Ag-Au-F,3,Ag(AuF4)2
0.0,Ag-Au-S,3,Ag(AuS)2
0.0,Ag-Bi-S,3,Ag(Bi2S3)3
0.0,Ag-Mo-S,3,Ag(Mo3S4)2
0.0,Ag-Mo-Se,3,Ag(Mo3Se4)2
0.0,Ag-Mo-Se,3,Ag(MoSe)3
0.0,Ag-N-O,3,Ag(NO)3
0.0,Ag-O-Os,3,Ag(OsO3)2
0.0,Ag-Au-Te,3,Ag(Te5Au2)2
0.0,Ag-Mo-Te,3,Ag(TeMo)6
0.0,Ag-Hg,2,Ag11Hg9
0.0,Ag-As-N-S,4,Ag2AsS4N
0.0,Ag-B-Br,3,Ag2BBr
0.1889999999999991,Ag-Bi-S-Se,4,Ag2Bi2SeS3
0.3872,Ag-Bi-O,3,Ag2BiO3
0.0,Ag-Bi-O,3,Ag2BiO3
0.5211999999999999,Ag-Bi-O,3,Ag2BiO3
0.0,Ag-Bi-Sb-Se-Te,5,Ag2BiSb(TeSe)2
0.0,Ag-Bi-Sb-Se,4,Ag2BiSbSe4
0.0,Ag-Bi-Sb-Te,4,Ag2BiSbTe4
0.0,Ag-Br,2,Ag2Br3
1.6045,Ag-Br-N-O,4,Ag2BrNO3
1.0037,Ag-C-N,3,Ag2CN2
0.4499999999999999,Ag-C-O,3,Ag2CO3
0.4558,Ag-C-O,3,Ag2CO3
0.4736000000000002,Ag-C-O,3,Ag2CO3
0.7489999999999999,Ag-C-O,3,Ag2CO3
0.0,Ag-Cl,2,Ag2Cl3
0.0,Ag-F,2,Ag2F
0.0,Ag-F,2,Ag2F3
0.0,Ag-F,2,Ag2F5
0.2116,Ag-Ge-O,3,Ag2GeO3
0.0,Ag-Ge-O,3,Ag2GeO4
1.3699000000000003,Ag-Ge-Pb-S,4,Ag2GePbS4
0.4646000000000003,Ag-Ge-S,3,Ag2GeS3
0.1251,Ag-Ge-Se,3,Ag2GeSe3
2.9412000000000003,Ag-H-N-O-S,5,Ag2H12S(NO)4
1.4591,Ag-F-H-I-O,5,Ag2H2IOF
0.6966000000000001,Ag-H-I-O,4,Ag2H3IO6
1.8949,Ag-H-N-O-Pd-S,6,Ag2H6PdS2(NO3)2
0.0,Ag-Hg,2,Ag2Hg
0.0,Ag-Hg,2,Ag2Hg5
0.4441000000000001,Ag-Ge-Hg-S,4,Ag2HgGeS4
1.2763999999999998,Ag-Hg-I,3,Ag2HgI4
0.0,Ag-Hg-I,3,Ag2HgI4
1.1003999999999998,Ag-Hg-I,3,Ag2HgI4
0.4102999999999999,Ag-Hg-O,3,Ag2HgO2
0.4190999999999998,Ag-Hg-S,3,Ag2HgS2
1.2212000000000005,Ag-Hg-I-S,4,Ag2HgSI2
0.0,Ag-I-O,3,Ag2IO5
0.0,Ag-I-O,3,Ag2IO6
0.0,Ag-I-O,3,Ag2IO6
0.0,Ag-F-I-O,4,Ag2IOF
1.5567,Ag-Mo-O,3,Ag2Mo2O7
1.8731,Ag-Mo-O,3,Ag2MoO4
1.7100000000000002,Ag-Cl-N-O,4,Ag2NClO3
0.0,Ag-O,2,Ag2O
0.0,Ag-O,2,Ag2O
0.0,Ag-O,2,Ag2O
0.0,Ag-O,2,Ag2O
0.0,Ag-O,2,Ag2O3
0.0,Ag-O,2,Ag2O3
0.347,Ag-O,2,Ag2O3
2.3697,Ag-O-P-Pb,4,Ag2P2PbO7
0.0,Ag-O-P-Pb,4,Ag2P2PbO7
1.1667999999999998,Ag-O-P-Pd,4,Ag2P2PdO7
1.3274,Ag-H-O-P,4,Ag2PHO4
0.0,Ag-O-P,3,Ag2PO2
1.0803,Ag-F-O-P,4,Ag2PO3F
0.9013999999999998,Ag-I-Pb,3,Ag2PbI4
1.3818,Ag-O-Pb,3,Ag2PbO2
0.9506,Ag-Cl-Pd,3,Ag2PdCl4
0.0,Ag-O-Pd,3,Ag2PdO2
0.0,Ag-S,2,Ag2S
1.1839999999999995,Ag-S,2,Ag2S
0.0,Ag-S,2,Ag2S
1.2299,Ag-S,2,Ag2S
0.9753,Ag-S,2,Ag2S
1.0778999999999996,Ag-S,2,Ag2S
0.0,Ag-S,2,Ag2S
1.3001000000000005,Ag-S,2,Ag2S
0.0,Ag-S,2,Ag2S
0.6242999999999999,Ag-S,2,Ag2S
1.4428,Ag-S,2,Ag2S
1.2959,Ag-S,2,Ag2S
0.1202,Ag-S,2,Ag2S
1.1894,Ag-S,2,Ag2S
0.3700999999999999,Ag-S,2,Ag2S
1.0006999999999997,Ag-S,2,Ag2S
0.0,Ag-N-O-S,4,Ag2S(NO)2
0.0,Ag-N-O-S,4,Ag2S(NO)4
2.3016,Ag-O-S,3,Ag2S2O7
0.0,Ag-O-S,3,Ag2SO2
2.3467,Ag-O-S,3,Ag2SO3
1.2289,Ag-O-S,3,Ag2SO4
1.321,Ag-O-S,3,Ag2SO4
1.7115,Ag-Se,2,Ag2Se
0.0908000000000002,Ag-Se,2,Ag2Se
0.1915999999999997,Ag-Se,2,Ag2Se
0.0,Ag-Se,2,Ag2Se
0.0,Ag-Se,2,Ag2Se
0.0,Ag-Se,2,Ag2Se
0.0,Ag-Se,2,Ag2Se
0.9678,Ag-Se,2,Ag2Se
0.1383999999999998,Ag-Se,2,Ag2Se
1.7022,Ag-O-Se,3,Ag2SeO3
0.4263999999999999,Ag-O-Se,3,Ag2SeO4
0.4815,Ag-O-Se,3,Ag2SeO4
0.0,Ag-Bi-S-Sn,4,Ag2SnBiS4
0.0,Ag-Bi-Se-Sn,4,Ag2SnBiSe4
0.0156999999999998,Ag-Hg-S-Sn,4,Ag2SnHgS4
0.0,Ag-Hg-Se-Sn,4,Ag2SnHgSe4
0.0,Ag-O-Sn,3,Ag2SnO3
0.0,Ag-Te,2,Ag2Te
0.0,Ag-Te,2,Ag2Te
0.0,Ag-Te,2,Ag2Te
0.0,Ag-Te,2,Ag2Te
0.7501000000000002,Ag-H-O-Te,4,Ag2Te(H2O3)2
0.0,Ag-O-Te,3,Ag2Te2O7
2.0203,Ag-Mo-O-Te,4,Ag2Te3Mo3O16
1.1402,Ag-O-Te,3,Ag2Te4O11
1.6272999999999995,Ag-O-Te,3,Ag2TeO3
0.0220999999999995,Ag-O-Te,3,Ag2TeO4
0.0203999999999999,Ag-O-Te,3,Ag2TeO4
0.0,Ag-O-Te,3,Ag2TeO4
0.0,Ag-O-Te,3,Ag2TeO6
0.2808,Ag-O-Te,3,Ag2TeO6
0.0,Ag-O-Te,3,Ag2TeO6
1.2999,Ag-S-Te,3,Ag2TeS3
1.9614000000000005,Ag-O-W,3,Ag2W2O7
0.0,Ag-As-O,3,Ag3(AsO4)2
0.0,Ag-O-P,3,Ag3(PO4)2
0.0,Ag-As,2,Ag3As
0.0,Ag-As,2,Ag3As
0.0993999999999999,Ag-As-F,3,Ag3AsF12
0.3175000000000001,Ag-As-O,3,Ag3AsO4
0.0,Ag-As-O,3,Ag3AsO4
1.1770999999999998,Ag-As-S,3,Ag3AsS3
1.6989,Ag-As-S,3,Ag3AsS3
0.3576000000000001,Ag-As-S,3,Ag3AsS4
0.8452999999999999,Ag-As-Se,3,Ag3AsSe3
0.0,Ag-Au,2,Ag3Au
0.0,Ag-Au,2,Ag3Au
0.0,Ag-Au,2,Ag3Au
1.5633999999999997,Ag-Au-S,3,Ag3AuS2
0.3932000000000002,Ag-Au-S,3,Ag3AuS2
0.0,Ag-B-O,3,Ag3BO3
0.8717000000000001,Ag-B-O,3,Ag3BO3
0.0,Ag-Bi,2,Ag3Bi
0.0,Ag-Bi-Br,3,Ag3BiBr6
0.0,Ag-Br,2,Ag3Br
2.5277000000000003,Ag-C-N-O,4,Ag3C(NO2)3
0.0,Ag-C-N-O,4,Ag3C2(NO3)2
2.103,Ag-C-N-O-S,5,Ag3CS(NO2)3
0.0,Ag-Cl,2,Ag3Cl
0.0,Ag-F,2,Ag3F
0.3068999999999999,Ag-F,2,Ag3F8
0.0,Ag-Ge,2,Ag3Ge
0.0,Ag-Ge,2,Ag3Ge
0.0,Ag-Ge,2,Ag3Ge
0.0,Ag-Hg,2,Ag3Hg
0.0,Ag-Hg,2,Ag3Hg
0.0,Ag-Ir-O,3,Ag3IrO4
0.0,Ag-N,2,Ag3N
1.9021,Ag-N-O,3,Ag3N5O6
0.0,Ag-O,2,Ag3O
0.0,Ag-O,2,Ag3O4
0.0,Ag-P,2,Ag3P
0.8305999999999996,Ag-P,2,Ag3P11
0.0053,Ag-H-O-P,4,Ag3P3HO9
0.0,Ag-O-P,3,Ag3P3O10
0.4209999999999998,Ag-O-P,3,Ag3PO4
0.1784999999999996,Ag-O-P,3,Ag3PO4
0.0,Ag-O-P,3,Ag3PO4
0.9914,Ag-P-S,3,Ag3PS4
0.1743999999999999,Ag-P-Se,3,Ag3PSe4
0.0,Ag-Pb,2,Ag3Pb
0.0,Ag-Pd,2,Ag3Pd
0.0,Ag-Pd,2,Ag3Pd
0.0,Ag-Pt,2,Ag3Pt
0.0,Ag-Rh,2,Ag3Rh
0.0,Ag-Rh,2,Ag3Rh
0.0,Ag-Rh,2,Ag3Rh
0.0,Ag-Ru,2,Ag3Ru
0.0,Ag-O-Ru,3,Ag3RuO4
0.0,Ag-S,2,Ag3S
0.2964,Ag-Br-S,3,Ag3SBr
0.3987,Ag-Br-S,3,Ag3SBr
0.3976999999999999,Ag-Br-S,3,Ag3SBr
0.4136000000000002,Ag-I-S,3,Ag3SI
0.7261000000000002,Ag-I-S,3,Ag3SI
0.6242999999999999,Ag-I-S,3,Ag3SI
0.2474000000000003,Ag-I-S,3,Ag3SI
0.2569999999999997,Ag-I-S,3,Ag3SI
0.2623999999999999,Ag-I-S,3,Ag3SI
0.3216000000000001,Ag-I-S,3,Ag3SI
0.3738999999999999,Ag-I-S,3,Ag3SI
0.3330000000000002,Ag-I-S,3,Ag3SI
0.0,Ag-Sb,2,Ag3Sb
0.0,Ag-Sb,2,Ag3Sb
0.0,Ag-Sb,2,Ag3Sb
0.0,Ag-O-Sb,3,Ag3SbO4
1.8371,Ag-S-Sb,3,Ag3SbS3
0.0,Ag-S-Sb,3,Ag3SbS3
0.9521000000000002,Ag-S-Sb,3,Ag3SbS3
0.0,Ag-Sb-Te,3,Ag3SbTe4
0.0,Ag-Se,2,Ag3Se
0.5603,Ag-N-O-Se,4,Ag3SeNO3
0.0,Ag-Sn,2,Ag3Sn
0.0,Ag-Sn,2,Ag3Sn
0.5034000000000001,Ag-P-Sn,3,Ag3SnP7
0.0,Ag-W,2,Ag3W
0.0,Ag-Au-S,3,Ag4AuS2
2.3921,Ag-C-N-O,4,Ag4C(NO3)3
1.5993999999999997,Ag-Br-Cl-Hg-S,5,Ag4Hg4S4BrCl3
0.0,Ag-I-S,3,Ag4SI
0.0,Ag-O-Pb,3,Ag5(PbO3)2
0.0,Ag-O-Pb,3,Ag5(PbO3)2
0.9308999999999998,Ag-Au-S,3,Ag5Au3S4
1.0997,Ag-Au-S,3,Ag5Au3S4
0.0,Ag-B-S,3,Ag5BS4
0.0,Ag-Hg-O-Sb,4,Ag5HgSbO6
0.0205000000000001,Ag-I-O,3,Ag5IO6
1.2689,Ag-Cl-P-S,4,Ag5P(S2Cl)2
0.3075999999999999,Ag-O-P-Se,4,Ag5PSeO4
0.5945,Ag-S-Sb,3,Ag5SbS4
0.4712999999999998,Ag-O-P-Te,4,Ag5TePO4
0.0,Ag-Ge-O-S,4,Ag6GeSO8
0.0,Ag-H-I-O,4,Ag6H3IO6
0.0,Ag-Hg-N-O,4,Ag6HgNO11
1.5595,Ag-Cl-F-Mo-O,5,Ag6Mo2ClO7F3
0.4276,Ag-O-P,3,Ag6P6O19
0.5861000000000001,Ag-Br-I-S,4,Ag6S2IBr
1.4419999999999995,Ag-As-S-Sb,4,Ag6SbAsS6
0.0,Ag-Sb-Sn,3,Ag6SnSb
0.0,Ag-I-S,3,Ag7(SI)2
0.0,Ag-I-S,3,Ag7(SI)2
0.0,Ag-N-O,3,Ag7NO11
0.0,Ag-N-O,3,Ag7NO11
0.0,Ag-N-O,3,Ag7NO6
0.0,Ag-N-O,3,Ag7NO8
0.0,Ag-Ge-Te,3,Ag8GeTe6
0.0718999999999998,Ag-Ge-Te,3,Ag8GeTe6
0.0387000000000004,Ag-Ge-Te,3,Ag8GeTe6
0.0,Ag-S,2,Ag8S
0.0,Ag-I-S,3,Ag9(SI)4
0.0,Ag-Ge-I-O,4,Ag9Ge2IO8
0.0709999999999999,Ag-Ge-N-O,4,Ag9Ge2NO11
0.0,Ag-Br-Te,3,Ag9Te4Br3
0.0,Ag-As,2,AgAs
1.6736,Ag-As-F-Se,4,AgAs(SeF2)3
1.4049,Ag-As-F-Xe,4,AgAs(XeF5)2
0.8362,Ag-As-H-O,4,AgAs3H2O9
1.0937,Ag-As-Br,3,AgAsBr4
1.6806,Ag-As-F,3,AgAsF6
2.3783,Ag-As-O,3,AgAsO2
0.2921,Ag-As-O,3,AgAsO3
0.5616999999999999,Ag-As-O,3,AgAsO3
0.0,Ag-As-Ru,3,AgAsRu2
0.0,Ag-As-S,3,AgAsS
0.0,Ag-As-Se,3,AgAsSe
0.0,Ag-As-Se,3,AgAsSe2
0.0,Ag-Au,2,AgAu
0.0,Ag-Au,2,AgAu
0.0,Ag-Au,2,AgAu3
0.0,Ag-Au,2,AgAu3
0.0,Ag-Au,2,AgAu3
0.8406,Ag-Au-Cl,3,AgAuCl4
1.0268000000000002,Ag-Au-F,3,AgAuF4
0.0,Ag-Au-O,3,AgAuO2
0.0,Ag-Au-O,3,AgAuO2
0.5047999999999999,Ag-Au-O,3,AgAuO2
0.0,Ag-Au-O,3,AgAuO3
0.2423000000000001,Ag-Au-O,3,AgAuO3
0.2197,Ag-Au-S,3,AgAuS2
4.2798,Ag-B-C-N,4,AgB(CN)4
0.0,Ag-B,2,AgB2
2.3274000000000004,Ag-B-O,3,AgB3O5
3.157,Ag-B-F,3,AgBF4
0.0,Ag-B-F,3,AgBF5
0.0,Ag-B-O,3,AgBO3
0.0,Ag-B-O,3,AgBO3
1.1837999999999995,Ag-Bi-P-S,4,AgBi(PS3)2
2.9907,Ag-Bi-O-W,4,AgBi(WO4)2
0.3971,Ag-Bi-F,3,AgBi2F12
0.7834000000000003,Ag-Bi-Cl-S,4,AgBi2S3Cl
0.5499999999999998,Ag-Bi-Cl-Se,4,AgBi2Se3Cl
0.1379000000000001,Ag-Bi-O-W,4,AgBi2WO8
0.5262000000000002,Ag-Bi-S,3,AgBi3S5
0.7818,Ag-Bi-O,3,AgBiO2
1.6897000000000002,Ag-Bi-O,3,AgBiO2
1.4247,Ag-Bi-O,3,AgBiO2
1.2491000000000003,Ag-Bi-O,3,AgBiO2
0.9564,Ag-Bi-O,3,AgBiO2
0.0,Ag-Bi-O,3,AgBiO3
0.0,Ag-Bi-O,3,AgBiO3
0.0682999999999998,Ag-Bi-Pb-S,4,AgBiPbS3
0.0,Ag-Bi-Pd,3,AgBiPd2
0.4917999999999995,Ag-Bi-S,3,AgBiS2
0.2304000000000003,Ag-Bi-S,3,AgBiS2
0.5353000000000003,Ag-Bi-S,3,AgBiS2
0.3168999999999995,Ag-Bi-S,3,AgBiS2
0.0,Ag-Bi-S,3,AgBiS2
1.0752000000000002,Ag-Bi-Cl-S,4,AgBiSCl2
0.2618,Ag-Bi-Se,3,AgBiSe2
0.0,Ag-Bi-Se,3,AgBiSe2
0.2615999999999996,Ag-Bi-Se,3,AgBiSe2
0.0210999999999996,Ag-Bi-Se,3,AgBiSe2
0.0,Ag-Bi-S-Se,4,AgBiSeS
0.0,Ag-Bi-Te,3,AgBiTe2
0.0,Ag-Bi-Te,3,AgBiTe2
0.0,Ag-Bi-Te,3,AgBiTe2
0.0,Ag-Bi-Te,3,AgBiTe2
0.0,Ag-Bi-Pb-Te,4,AgBiTe3Pb
0.0,Ag-Bi-Se-Te,4,AgBiTeSe
0.1213999999999999,Ag-Br,2,AgBr
0.7303999999999999,Ag-Br,2,AgBr
0.6990000000000001,Ag-Br,2,AgBr
1.1708,Ag-Br,2,AgBr
0.0,Ag-Br-O,3,AgBrO2
0.0,Ag-Br-O,3,AgBrO2
0.2785000000000001,Ag-Br-O,3,AgBrO2
2.383,Ag-Br-O,3,AgBrO3
1.2702,Ag-Br-O,3,AgBrO4
0.6979,Ag-Br-O,3,AgBrO4
0.8743000000000001,Ag-Br-O,3,AgBrO4
0.0,Ag-C,2,AgC
0.0,Ag-C,2,AgC
0.0,Ag-C,2,AgC
0.5987,Ag-C-N,3,AgC2N3
2.3612,Ag-C-N,3,AgC2N3
0.0,Ag-C-N,3,AgC2N3
3.7361,Ag-C-N,3,AgC2N3
3.5775,Ag-C-N,3,AgC2N3
3.4634,Ag-C-N,3,AgC4N3
0.0,Ag-C-Cl-N,4,AgC4NCl2
0.0,Ag-C,2,AgC6
0.0,Ag-C-Cl-N-S,5,AgC8S4N4Cl
3.6601,Ag-C-N,3,AgCN
2.4627,Ag-C-N-O,4,AgCN3O2
0.0,Ag-C-N-O,4,AgCNO
1.3018999999999998,Ag-C-N-O,4,AgCNO
0.0,Ag-C-N-O,4,AgCNO
2.3532,Ag-C-N-O,4,AgCNO
3.0696,Ag-C-N-O,4,AgCNO
2.8161,Ag-C-N-O,4,AgCNO
1.976,Ag-C-O,3,AgCO2
2.3498,Ag-C-O,3,AgCO2
0.0,Ag-C-O,3,AgCO3
2.7068,Ag-C-F-O-S,5,AgCS(OF)3
2.2797,Ag-C-N-S,4,AgCSN
2.6922,Ag-C-N-S,4,AgCSN
0.9522000000000002,Ag-Cl,2,AgCl
0.8720000000000001,Ag-Cl,2,AgCl
0.4437999999999997,Ag-Cl,2,AgCl
0.6022000000000001,Ag-Cl,2,AgCl
0.9151,Ag-Cl-O,3,AgClO2
0.0,Ag-Cl-O,3,AgClO2
