ID,composition,source,temperature,target,family,ChemicalFamily,0
683.0,Li0.36La0.55TiO3,10.1021/cm9810382,30.0,2e-05,Perovskite,Oxides,
684.0,LiSr1.65Ti1.3Nb1.7O9,10.1021/cm9810382,360.0,0.042,Perovskite,Oxides,
685.0,LiSr1.65Zr1.3Ta1.7O9,10.1021/cm9810382,360.0,0.042,Perovskite,Oxides,
686.0,LiSr2Ti2NbO9,10.1021/cm9810382,205.0,3.35e-05,Perovskite,,
687.0,LiBa2Ti2NbO9,10.1021/cm9810382,102.0,1e-06,Perovskite,,
688.0,LiCaTiNbO6,10.1021/cm9810382,205.0,1.03e-07,Perovskite,,
689.0,LiSr2Ti2NbO9,10.1021/cm9810382,100.0,3.47e-06,Perovskite,,
690.0,LiCa2Ti2NbO9,10.1021/cm9810382,300.0,1.89e-07,Perovskite,,
691.0,Li3Cr(MoO4)3,10.1039/B301189e,600.0,0.0039,LISICON,,
692.0,Li2Mg2(MoO4)3,10.1039/B301189e,600.0,0.00233,Lysonite,,
693.0,Li3Fe(MoO4)3,10.1039/B301189e,600.0,0.0014,Lysonite,,
694.0,Li3Cr(MoO4)3,10.1039/B301189e,300.0,2.6e-06,Lysonite,,
695.0,Li3Fe(MoO4)3,10.1039/B301189e,300.0,6.6e-07,Lysonite,,
696.0,Li2Mg2(MoO4)3,10.1039/B301189e,276.0,3.16e-08,Lysonite,,
697.0,Li1.5Hf1.5Al0.5P3O12,10.1016/j.ssi.2005.07.010,25.0,0.00011,NASICON,Oxides,
698.0,"""(Li2S)70 (P2S5)30""",10.1039/C3EE41655K,25.0,0.017,Glass-Ceramic,Sulphides,
699.0,Li11AlP2S12,10.1039/C6CC02131J,25.0,0.000802,Thio-LISICON,Sulphides,
700.0,Li6BaLa2Ta2O12,10.1002/adfm.200400044,25.0,4e-05,Garnet,Oxides,
701.0,Li5NI2,10.1002/anie.198000741,25.0,1.5e-07,Other,Halides,
703.0,Li6NiBr3,10.1002/zaac.19875531020,25.0,1.5e-07,Rocksalt,Halides,
704.0,Li4SiO4,10.1016/0025-5408(76)90235-X,25.0,2e-10,LISICON,Oxides,
705.0,Li4GeO4,10.1016/0025-5408(76)90235-X,25.0,3.1e-12,LISICON,Oxides,
706.0,Li2Ge7O15,10.1016/0025-5408(76)90235-X,25.0,5e-16,Other,Oxides,
707.0,Li3.5Ge0.5V0.5O4,10.1016/0025-5408(80)90249-4,25.0,7e-05,LISICON,Oxides,
708.0,LiI,10.1016/0167-2738(81)90020-5,25.0,2.8e-08,Rocksalt,Halides,
709.0,Li3PS4,10.1016/0167-2738(84)90097-3,103.0,1.09e-05,Other,,
710.0,Li3P,10.1016/0167-2738(89)90438-4,25.0,0.001,Other,Other,
711.0,LiAlSiO4,10.1016/0375-9601(75)90788-4,500.0,0.004,NASICON,,
712.0,Li3Sc2P3O12,10.1016/j.materresbull.2007.08.007,25.0,1e-10,NASICON,Oxides,
713.0,Li5La3Bi2O12,10.1016/j.ssi.2017.03.030,25.0,2e-05,Garnet,Oxides,
714.0,LiLa(TiO3)2,10.1016/S0167-2738(00)00761-X,25.0,0.001,Perovskite,Oxides,
716.0,Li3VO4,10.1016/S0924-0136(01)01044-5,25.0,1.67e-06,LISICON,Oxides,
717.0,Li7P3S11,10.1021/acs.chemmater.7b04842,25.0,0.000863,Thio-LISICON,Sulphides,
718.0,Li4BN3H10,10.1021/Ja907249p,25.0,0.0002,Other,Other,
719.0,LiBH4,10.1021/ja907249p,40.0,4e-08,Other,,
721.0,Li10Ge(PS6)2,10.1038/nmat3066,86.61,0.0794,Thio-LISICON,Sulphides,
722.0,Li2NH,10.1039/c2cp23636b,25.0,0.000254,Other,Other,
723.0,Li2Ca(NH)2,10.1039/c2cp23636b,25.0,6.4e-06,Other,Other,
725.0,Li3N,10.1039/C0EE00052C,25.0,0.000575,Other,Other,
726.0,Li13.6Si2.8S1.2O16,10.1016/0013-4686(77)80035-2,25.0,6e-07,LISICON,Oxides,
727.0,LiAlH4,10.1063/1.3356981,25.0,2e-09,Other,Other,
730.0,Li4B7O12Cl,10.1107/S0567740877009443,25.0,1e-07,Other,Oxides and Other Anions,
731.0,Li10.35Si1.35P1.65S12,10.1107/S2052520615022283,25.0,0.0065,Thio-LISICON,Sulphides,
732.0,Li9.81Sn0.81P2.19S12,10.1107/S2052520615022283,25.0,0.0055,Thio-LISICON,Sulphides,
733.0,Li5La3Nb2O12,10.1111/j.1151-2916.2003.tb03318.x,15.0,8e-06,Garnet,Oxides,
734.0,Li5La3Ta2O12,10.1111/j.1151-2916.2003.tb03318.x,393.0,0.0166,Garnet,Oxides,
735.0,Li14ZnGe4O16,10.1149/1.2119778,25.0,1e-06,LISICON,Oxides,
736.0,Li3Fe2P3O12,10.1016/0167-2738(90)90442-T,100.0,1.42e-06,Glass-Ceramic,,
737.0,Li6FeCl8,10.1002/zaac.19875531020,100.0,2.2e-06,Rocksalt,,
738.0,Li2.88PO3.73N0.14,10.1006/jssc.1995.1140,25.0,1.4e-13,LISICON,Oxides,
743.0,Li6.35P0.65Si0.35S5Br,10.1039/c7ta08581h,25.0,0.0023,Argyrodite,Sulphides and Other Anions,
744.0,Li6.50P0.50Si0.50S5Br,10.1039/c7ta08581h,25.0,0.0023,Argyrodite,Sulphides and Other Anions,
745.0,Li6.20P0.80Si0.20S5Br,10.1039/c7ta08581h,25.0,0.00198,Argyrodite,Sulphides and Other Anions,
746.0,Li6.30P0.70Si0.30S5Br,10.1039/c7ta08581h,25.0,0.00183,Argyrodite,Sulphides and Other Anions,
747.0,Li6.25P0.75Si0.25S5Br,10.1039/c7ta08581h,25.0,0.0015,Argyrodite,Sulphides and Other Anions,
748.0,Li6.12P0.90Si0.12S5Br,10.1039/c7ta08581h,25.0,0.0009,Argyrodite,Sulphides and Other Anions,
749.0,Li6.22P0.78Si0.22S5Br,10.1039/c7ta08581h,25.0,0.00108,Argyrodite,Sulphides and Other Anions,
750.0,Li6.17P0.83Si0.17S5Br,10.1039/c7ta08581h,25.0,0.000929,Argyrodite,Sulphides and Other Anions,
751.0,Li6.13P0.87Si0.13S5Br,10.1039/c7ta08581h,25.0,0.000901,Argyrodite,Sulphides and Other Anions,
752.0,Li6.08P0.92Si0.08S5Br,10.1039/c7ta08581h,25.0,0.000864,Argyrodite,Sulphides and Other Anions,
753.0,Li6.02P0.98Si0.02S5 Br,10.1039/c7ta08581h,25.0,0.000874,Argyrodite,Sulphides and Other Anions,
754.0,Li6.10P0.90Si0.10S5Br,10.1039/c7ta08581h,25.0,0.000805,Argyrodite,Sulphides and Other Anions,
755.0,Li6PS5Br,10.1039/c7ta08581h,25.0,0.000694,Argyrodite,Sulphides and Other Anions,
756.0,Li6.05P0.95Si0.05S5Br,10.1039/c7ta08581h,25.0,0.000441,Argyrodite,Sulphides and Other Anions,
759.0,Li6BaLa2Ta2O12 ,10.1002/adfm.200400044,22.0,4e-05,Garnet,Oxides,
760.0,Li6SrLa2Ta2O12,10.1002/adfm.200400044,22.0,7e-06,Garnet,Oxides,
762.0,Li3.6Si0.6P0.4S4,10.1006/jssc.2002.9701,25.0,7.76e-05,Thio-LISICON,Sulphides,
763.0,Li4.8Si0.2Al0.8S4,10.1006/jssc.2002.9701,291.0,0.00366,Thio-LISICON,,
764.0,Li4SiS4,10.1016/0025-5408(89)90053-6,25.0,4.93e-08,Thio-LISICON,Sulphides,
765.0,Li2SiS3,10.1016/0025-5408(89)90053-6,25.0,2e-06,Thio-LISICON,Sulphides,
766.0,Li3PS4 ,10.1016/0167-2738(84)90097-3,181.0,0.000158,Thio-LISICON,,
768.0,Li7.06La3Y0.06Zr1.94O12 ,10.1016/j.elecom.2011.08.014,127.0,0.00527,Garnet,Oxides,
769.0,Li6.75La3Zr1.75Nb0.25O12 ,10.1016/j.jpowsour.2010.11.089,25.0,0.0008,Garnet,Oxides,
770.0,Li7La3Zr1.89Al0.15O12 ,10.1016/j.jpowsour.2013.03.049,25.0,0.00034,Garnet,Oxides,
771.0,Li6.75La3Zr1.875Te0.125O12 ,10.1016/j.jpowsour.2013.03.166,30.0,3.77e-05,Garnet,Oxides,
772.0,Li10Ge0.95Si0.05P2S12,10.1016/j.jpowsour.2014.07.159,25.0,0.0086,Thio-LISICON,Sulphides,
773.0,Li5.5La3Nb1.75In0.25O12 ,10.1016/j.jssc.2005.12.025,25.0,2.4e-05,Garnet,Oxides,
774.0,Li5.5La2.75K0.25Nb2O12 ,10.1016/j.jssc.2005.12.025,25.0,1.06e-05,Garnet,Oxides,
775.0,Li7La3Zr2O12 ,10.1016/j.jssc.2009.05.020,27.0,1.52e-06,Garnet,Oxides,
776.0,Li7La3Hf2O12,10.1016/j.jssc.2009.10.030,27.0,9.73e-07,Garnet,Oxides,
777.0,Li6.25La3Zr2Ga0.25O12,10.1016/j.matchemphys.2012.03.054,25.0,0.00035,Garnet,Oxides,
778.0,Li7P3S11,10.1016/j.ssi.2006.04.017,25.0,0.0032,Thio-LISICON,Sulphides,
779.0,Li2.2Zn0.1Zr0.9S3,10.1016/j.ssi.2008.01.055,30.0,0.00012,Thio-LISICON,Sulphides,
780.0,Li3.9Zn0.05GeS4,10.1016/S0167-2738(00)00277-0,300.0,0.00411,Thio-LISICON,,
781.0,Li4GeS4,10.1016/S0167-2738(00)00277-0,25.0,2.51e-07,Thio-LISICON,Sulphides,
782.0,Li4.275Ge0.61Ga0.25S4,10.1016/S0167-2738(00)00277-0,150.0,0.00243,Thio-LISICON,,
783.0,Li4P2S6,10.1021/acs.chemmater.6b04175,25.0,1.6e-10,Thio-LISICON,Sulphides,
784.0,Li4PS4I,10.1021/acs.chemmater.7b00013,25.0,6.26e-05,Argyrodite,Sulphides and Other Anions,
785.0,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,10.1021/am503731h,27.0,0.000436,Garnet,Oxides,
786.0,Li6.6La2.875Y0.125Zr1.6Ta0.4O12 ,10.1021/am503731h,27.0,0.000317,Garnet,Oxides,
787.0,Li6.6La2.5Y0.5Zr1.6Ta0.4O12 ,10.1021/am503731h,27.0,0.000226,Garnet,Oxides,
788.0,Li3Nd3Te2O12,10.1021/cm060992t,600.0,1e-05,Garnet,,
789.0,Li4SnS4,10.1021/cm3011315,25.0,7e-05,Thio-LISICON,Sulphides,
790.0,Li6.4La3Zr2Ga0.2O12 ,10.1021/cm5008069,24.0,0.0009,Garnet,Oxides,
791.0,Li2SnS3,10.1021/cm5037524,25.0,1.36e-05,Rocksalt,Sulphides,
792.0,Li3PS4,10.1021/ja3110895,25.0,0.00016,Thio-LISICON,Sulphides,
793.0,Li10SnP2S12,10.1021/ja407393y,60.0,0.0112,Thio-LISICON,Sulphides,
794.0,Li6.5La3Nb1.25Y0.75O12 ,10.1021/jp304737x,25.0,0.00027,Garnet,Oxides,
795.0,Li6La3Nb1.5Y0.5O12 ,10.1021/jp304737x,24.0,0.000188,Garnet,Oxides,
797.0,Li10GeP2S12,10.1038/nmat3066,5.0,0.00631,Thio-LISICON,Sulphides,
798.0,Li7La3Sn2O12,10.1039/b907331k,85.0,2.88e-08,Garnet,,
799.0,Li6.4La3Zr1.4Ta0.6O12 ,10.1039/C2JM31413D,127.0,0.0281,Garnet,Oxides,
800.0,Li6.5La3Zr1.5Ta0.5O12 ,10.1039/C2JM31413D,25.0,0.00092,Garnet,Oxides,
801.0,Li6.6La3Zr1.6Ta0.4O12 ,10.1039/C2JM31413D,25.0,0.00073,Garnet,Oxides,
802.0,Li6.7La3Zr1.7Ta0.3O12,10.1016/j.ceramint.2018.09.245,30.0,0.00103,Garnet,Oxides,
803.0,Li6.2La3Zr1.2Ta0.8O12 ,10.1039/C2JM31413D,25.0,0.00032,Garnet,Oxides,
804.0,Li6.8La3Zr1.8Ta0.2O12 ,10.1039/C2JM31413D,25.0,0.00028,Garnet,Oxides,
805.0,Li6La3ZrTaO12 ,10.1039/C2JM31413D,25.0,0.00016,Garnet,Oxides,
806.0,Li6.6La3Zr1.6Sb0.4O12,10.1039/C3CP50991E,30.0,0.00077,Garnet,Oxides,
807.0,Li6.4La3Zr1.4Sb0.6O12 ,10.1039/C3CP50991E,30.0,0.00066,Garnet,Oxides,
808.0,Li6.2La3Zr1.2Sb0.8O12 ,10.1039/C3CP50991E,25.0,0.00045,Garnet,Oxides,
809.0,Li6La3ZrSbO12 ,10.1039/C3CP50991E,30.0,0.00026,Garnet,Oxides,
810.0,Li6.8La3Zr1.8Sb0.2O12 ,10.1039/C3CP50991E,30.0,5.9e-05,Garnet,Oxides,
812.0,Li5La3Ta2O12 ,10.1111/j.1151-2916.2003.tb03318.x,25.0,3.4e-06,Garnet,Oxides,
813.0,Li5La3Nb2O12 ,10.1111/j.1151-2916.2003.tb03318.x,393.0,0.0331,Garnet,Oxides,
814.0,Li6BaLa2Nb2O12 ,10.1111/j.1551-2916.2005.00060.x,22.0,6e-06,Garnet,Oxides,
815.0,Li6SrLa2Nb2O12 ,10.1111/j.1551-2916.2005.00060.x,22.0,4.2e-06,Garnet,Oxides,
816.0,Li6CaLa2Nb2O12,10.1111/j.1551-2916.2005.00060.x,22.0,1.6e-06,Garnet,Oxides,
817.0,Li3.25Ge0.25P0.75S4,10.1149/1.1379028,25.0,0.0022,Thio-LISICON,Sulphides,
818.0,Li6.75La3Zr1.75Ta0.25O12 ,10.1149/2.024205esl,25.0,0.00063,Garnet,Oxides,
821.0,Li10SiP2S12,10.1149/2.0501412jes,27.0,0.0023,Thio-LISICON,Sulphides,
825.0,Li1.3Al0.3Ti1.7(PO4)3,10.1149/1.2086597,200.0,0.033,NASICON,,
826.0,Li1.5Al0.5Ge1.5(PO4)3,10.1016/j.jpowsour.2009.11.037,127.05,0.0843,NASICON,,
827.0,Li1.5Al0.5Ge1.5(PO4)3,10.1016/j.jpowsour.2009.11.037,76.74,0.0324,NASICON,,
828.0,Li1.5Al0.5Ge1.5(PO4)3,10.1016/j.jpowsour.2009.11.037,46.92,0.012,NASICON,,
829.0,Li1.5Al0.5Ge1.5(PO4)3,10.1016/j.jpowsour.2009.11.037,26.58,0.00443,NASICON,Oxides,
830.0,Li1.5Al0.5Ge1.5(PO4)3,10.1149/1.2988731,106.96,0.142,NASICON,,
831.0,Li1.5Al0.5Ge1.5(PO4)3,10.1149/1.2988731,64.71,0.0429,NASICON,,
832.0,Li1.5Al0.5Ge1.5(PO4)3,10.1149/1.2988731,27.94,0.00526,NASICON,Oxides,
836.0,Li5.4La3Nb1.8Y0.75O12,10.1021/jp304737x,25.0,2.51e-05,Garnet,Oxides,
837.0,Li2MgZrO4,10.1063/1.4710021,140.0,1e-08,Rocksalt,,
840.0,Li6SrLa2Ta2O12,10.1002/adfm.200400044,30.0,7e-06,Garnet,Oxides,
841.0,"""(Li2O)50 (Al2O3)4 (P2O5)46""",10.1016/j.jeurceramsoc.2008.12.016,52.0,7.94e-08,Glass,,
842.0,"""(Li2O)50 (Al2O3)4 (P2O5)46""",10.1016/j.jeurceramsoc.2008.12.016,65.0,1.66e-07,Glass,,
843.0,"""(Li2O)50 (Al2O3)4 (P2O5)46""",10.1016/j.jeurceramsoc.2008.12.016,78.0,3.55e-07,Glass,,
844.0,"""(Li2O)50 (Al2O3)4 (P2O5)46""",10.1016/j.jeurceramsoc.2008.12.016,97.0,1.41e-06,Glass,,
845.0,"""(Li2O)50 (Al2O3)4 (P2O5)46""",10.1016/j.jeurceramsoc.2008.12.016,113.0,5.01e-06,Glass,,
846.0,"""(Li2O)50 (Al2O3)4 (P2O5)46""",10.1016/j.jeurceramsoc.2008.12.016,131.0,1.41e-05,Glass,,
847.0,"""(Li2O)50 (Al2O5)5 (P2O5)45""",10.1016/j.jeurceramsoc.2008.12.016,25.0,1.15e-08,Glass,Oxides,
848.0,"""(Li2O)50 (Al2O5)5 (P2O5)45""",10.1016/j.jeurceramsoc.2008.12.016,55.0,1.26e-07,Glass,,
849.0,"""(Li2O)50 (Al2O5)5 (P2O5)45""",10.1016/j.jeurceramsoc.2008.12.016,85.0,7.94e-07,Glass,,
850.0,"""(Li2O)50 (Al2O5)5 (P2O5)45""",10.1016/j.jeurceramsoc.2008.12.016,112.0,5.01e-06,Glass,,
851.0,"""(Li2O)50 (Al2O5)5 (P2O5)45""",10.1016/j.jeurceramsoc.2008.12.016,128.0,1.78e-05,Glass,,
852.0,"""(Li2O)50 (P2O5)50""",10.1016/j.jeurceramsoc.2008.12.016,25.0,1.32e-09,Glass,Oxides,
853.0,"""(Li2S)9(LaOI)""",10.1016/j.ssi.2008.01.072,30.0,8.13e-09,Glass,Sulphides and Other Anions,
854.0,"""(Li2S)2(LaOI)5""",10.1016/j.ssi.2008.01.072,210.0,3.09e-08,Glass,,
855.0,"""(AgI)0.5(LiPO3)0.5""",10.1016/j.ssi.2008.04.015,30.0,4.1e-08,Glass,Oxides and Other Anions,
856.0,LiPO3,10.1016/j.ssi.2008.04.015,70.0,5.5e-08,Glass,,
857.0,"""(Li2S)2(LaOI)5""",10.1016/j.ssi.2008.01.072,30.0,6.92e-08,Glass,Sulphides and Other Anions,
858.0,"""(Li2S)(LaOI)""",10.1016/j.ssi.2008.01.072,30.0,2.75e-07,Glass,Sulphides and Other Anions,
859.0,Li3.9Zn0.05GeS4,10.1016/S0167-2738(00)00277-0,25.0,2.84e-07,Thio-LISICON,Sulphides,
860.0,"""(AgI)0.5(LiPO3)0.5""",10.1016/j.ssi.2008.04.015,130.0,6.46e-07,Glass,,
861.0,Li1.6Ti1.7Mg0.3P3O12,10.1016/0167-2738(86)90176-1,25.0,2.8e-06,NASICON,Oxides,
862.0,"""(Li2S)7(LaOI)3""",10.1016/j.ssi.2008.01.072,30.0,2.88e-06,Glass-Ceramic,Sulphides and Other Anions,
863.0,Li7La3Ta2O13,10.1016/j.ssi.2009.07.002,48.0,3.3e-06,Garnet,,
864.0,"""(Li0.5La0.5TiO3)94(SiO2)6""",10.1016/j.ssi.2008.08.013,15.0,6.3e-06,Glass-Ceramic,Oxides,
865.0,"""(Li0.5La0.5TiO3)97(SiO2)3""",10.1016/j.ssi.2008.08.013,15.0,1e-05,Glass-Ceramic,Oxides,
866.0,"""(Li0.5La0.5TiO3)95(SiO2)5""",10.1016/j.ssi.2008.08.013,15.0,1.25e-05,Glass-Ceramic,Oxides,
867.0,Li7La3Zr2O12,10.1016/j.jpowsour.2012.02.031,29.0,2.3e-05,Garnet,Oxides,
868.0,Li4.275Ge0.61Ga0.25S4,10.1016/S0167-2738(00)00277-0,25.0,6.34e-05,Thio-LISICON,Sulphides,
869.0,Li1.4Ti1.6In0.4P3O12,10.1016/0167-2738(86)90176-1,25.0,0.00019,NASICON,Oxides,
870.0,Li1.8Cr0.8Ti1.2(PO4)3,10.1016/0167-2738(88)90291-3,25.0,0.00024,NASICON,Oxides,
871.0,Li3.6Ge0.4P0.6S4,10.1149/1.1379028,40.0,0.00033,Thio-LISICON,,
872.0,"""(Li2S)9(LaOI)""",10.1016/j.ssi.2008.01.072,210.0,0.00145,Glass-Ceramic,,
873.0,Li3.35Ge0.35P0.65S4,10.1149/1.1379028,40.0,0.00251,Thio-LISICON,,
874.0,Li1.6Ti1.7Mg0.3P3O12,10.1016/0167-2738(86)90176-1,300.0,0.0053,NASICON,,
875.0,Li3.6Ge0.4P0.6S4,10.1149/1.1379028,150.0,0.00617,Thio-LISICON,,
876.0,Li1.6Ga0.6Ti1.4(PO4)3,10.1016/0167-2738(86)90176-1,300.0,0.0084,NASICON,,
877.0,"""(Li2S)(LaOI)""",10.1016/j.ssi.2008.01.072,210.0,0.0145,Glass-Ceramic,,
878.0,"""(Li2S)7(LaOI)3""",10.1016/j.ssi.2008.01.072,210.0,0.0182,Glass-Ceramic,,
879.0,Li3.35Ge0.35P0.65S4,10.1149/1.1379028,150.0,0.0254,Thio-LISICON,,
880.0,Li3.25Ge0.25P0.75S4,10.1149/1.1379028,150.0,0.0398,Thio-LISICON,,
881.0,Li1.4Ti1.6In0.4P3O12,10.1016/0167-2738(86)90176-1,300.0,0.055,NASICON,,
882.0,Li5La3Nb2O12 ,10.1111/j.1151-2916.2003.tb03318.x,527.0,0.0708,Garnet,,
883.0,Li6NiCl8,10.1002/zaac.19875531020,203.19,1.67e-06,Rocksalt,,
884.0,Li6CoCl8,10.1002/zaac.19875531020,135.16,4.89e-06,Rocksalt,,
885.0,Li6CoCl8,10.1002/zaac.19875531020,315.0,3.34e-05,Rocksalt,,
886.0,Li6NiCl8,10.1002/zaac.19875531020,393.66,0.0189,Rocksalt,,
887.0,Li6FeCl8,10.1002/zaac.19875531020,90.63,1.55e-06,Rocksalt,,
888.0,Li6FeCl8,10.1002/zaac.19875531020,282.0,0.00569,Rocksalt,,
889.0,"""((Li2S)0.6 (SiS2)0.4 )95 (Li4SiO4)5""",10.1149/1.1392498,25.0,0.00588,Glass,Sulphides and Other Anions,
890.0,Li6La2Ca(Nb)2O12,10.1016/j.ssi.2008.01.047,25.0,2.11e-06,Garnet,Oxides,
891.0,Li6MgLa2Ta2O12,10.1149/1.2800764,21.1,1.92e-07,Garnet,Oxides,
892.0,Li1.5Al0.5Ge1.5(PO4)3,10.1149/1.3122903,25.0,0.006309,NASICON,Oxides,
893.0,Li4.4Al0.4Ge0.6S4,10.1021/acs.chemmater.8b03175,30.0,4.33e-05,Thio-LISICON,Sulphides,
894.0,Li4.4Al0.4Sn0.6S4,10.1021/acs.chemmater.8b03175,30.0,4.39e-06,Thio-LISICON,Sulphides,
895.0,Li4.4Ga0.4Ge0.6S4,10.1021/acs.chemmater.8b03175,30.0,1.63e-05,Thio-LISICON,Sulphides,
896.0,Li4.4Ga0.4Sn0.6S4,10.1021/acs.chemmater.8b03175,30.0,3.2e-06,Thio-LISICON,Sulphides,
897.0,Li4.275Ga0.25Ge0.61S4,10.1016/S0167-2738(00)00277-0,127.0,0.00141,Thio-LISICON,Sulphides,
898.0,Li4.8Al0.8Si0.2S4,10.1006/jssc.2002.9701,86.7,7.07e-06,Thio-LISICON,,
899.0,Li4GeS4,10.1016/S0167-2738(00)00277-0,127.0,5.25e-05,Thio-LISICON,Sulphides,
900.0,Li4SnS4,10.1021/cm3011315,100.0,0.003,Thio-LISICON,Sulphides,
901.0,Li5AlS4,10.1016/j.jssc.2017.09.018,25.0,1.26e-08,Thio-LISICON,Sulphides,
902.0,Li5GaS4,10.1016/S0167-2738(00)00277-0,100.0,5.1e-08,Thio-LISICON,,
903.0,LiMgPO4,10.1021/cm504518q,25.0,6.31e-12,Olivine,Oxides,
904.0,Li0.95Mg0.95In0.05PO4,10.1021/cm504518q,25.0,1.12e-10,Olivine,Oxides,
905.0,Li0.9Mg0.9In0.1PO4,10.1021/cm504518q,25.0,5.01e-10,Olivine,Oxides,
906.0,Li0.85Mg0.85In0.15PO4,10.1021/cm504518q,25.0,1.26e-09,Olivine,Oxides,
907.0,Li0.83Mg0.83In0.17PO4,10.1021/cm504518q,25.0,1.41e-09,Olivine,Oxides,
908.0,LiMgPO4,10.1021/cm504518q,90.0,4.68e-10,Olivine,,
909.0,Li0.95Mg0.95In0.05PO4,10.1021/cm504518q,90.0,1.12e-08,Olivine,,
910.0,Li0.9Mg0.9In0.1PO4,10.1021/cm504518q,90.0,2.51e-08,Olivine,,
911.0,Li0.85Mg0.85In0.15PO4,10.1021/cm504518q,90.0,7.08e-08,Olivine,,
912.0,Li0.83Mg0.83In0.17PO4,10.1021/cm504518q,90.0,7.94e-08,Olivine,,
913.0,Li3AlS3,10.1021/acs.chemmater.9b03230,25.0,1.31e-08,Other,Sulphides,
914.0,Li3AlS3,10.1021/acs.chemmater.9b03230,108.0,6.31e-07,Other,,
915.0,Li6SiO4Cl2,10.1021/acs.chemmater.1c00157,25.0,1e-10,Argyrodite,Oxides and Other Anions,
916.0,Li6SiO4Cl2,10.1021/acs.chemmater.1c00157,302.0,6.2e-06,Argyrodite,,
917.0,LiTa2PO8,10.1039/C8TA09170F,25.0,0.0016,Other,Oxides,
918.0,LiTa2PO8,10.1039/C8TA09170F,85.0,0.0158,Other,,
919.0,Li1.4S2.2P0.6,10.1016/j.ssi.2006.07.017,45.0,0.00316,Glass-Ceramic,,
920.0,Li4.8Al0.8Si0.2S4,10.1006/jssc.2002.9701,253.0,0.00398,Thio-LISICON,Oxides and Other Anions,
921.0,LiF,"Journal De Physique 26 339-341, 1965",392.0,7.75e-09,Rocksalt,Oxides,
922.0,Li0.022 La0.118 Ti0.2 Al0.004 O0.631,10.1007/BF02378009,97.37,0.00562,Perovskite,,
922.0,LiF,"Journal De Physique 26 339-341, 1965",351.0,2.65e-09,Rocksalt,,
923.0,LiF,"Journal De Physique 26 339-341, 1965",321.0,1.07e-09,Rocksalt,,
924.0,LiF,10.1023/A:1006564921011,270.0,1.85e-10,Rocksalt,,
925.0,LiF,10.1023/A:1006564921011,203.0,1.41e-11,Rocksalt,,
926.0,LiF,10.1023/A:1006564921011,142.0,5.7e-13,Rocksalt,,
927.0,Li0.022 La0.118 Ti0.2 Al0.004 O0.631,10.1007/BF02378009,30.0,0.000891,Perovskite,Oxides,
928.0,Li0.022 La0.115 Ti0.165 Al0.055 O0.618,10.1007/BF02378009,97.37,0.00446,Perovskite,,
930.0,Li2ZrS3,10.1016/j.ssi.2008.01.055,30.0,7.3e-06,Thio-LISICON,Sulphides,
931.0,Li0.022 La0.115 Ti0.165 Al0.055 O0.618,10.1007/BF02378009,30.0,0.000525,Perovskite,Oxides,
2000.0,(YPO4)0.8(Li3PO4)0.2,10.1016/0167-2738(89)90457-8,25.0,1.41e-05,Zircon,Oxides,
2001.0, Li0.8La0.066Zr2(PO4)3,10.1007/s11581-009-0332-6,25.0,8.2e-06,NASICON,Oxides,
2003.0,Li3.09BO2.53N0.52,10.1016/j.jpowsour.2008.09.089,25.0,8.65e-07,Glass,Oxides,
2004.0,Li5Nd3Sb2O12,10.1016/j.ssi.2008.01.002,25.0,5.58e-07,Garnet,Oxides,
2005.0,Li5La3Sb2O12,10.1016/j.ssi.2008.01.002,25.0,2.06e-06,Garnet,Oxides,
2006.0,LiAlSi2O6,10.1016/j.ssi.2009.02.028,25.0,3.49e-09,Glass,Oxides,
2007.0,"""(Li2O)16.6 (SiO2)83.4""",10.1016/S0022-3093(99)00688-2,25.0,1.3e-09,Glass,Oxides,
2008.0,Li3Fe2P3O12,10.1016/0167-2738(90)90442-T,25.0,1.11e-08,Glass-Ceramic,Sulphides and Other Anions,
2009.0,Li2.9Sc1.9Zr0.1(PO4)3,10.1016/S0925-8388(96)02746-6,25.0,7.48e-05,NASICON,Sulphides,
2010.0,Li1.9Mg0.1TiO3.05,10.1016/j.ssi.2008.03.001,25.0,1.96e-07,Rocksalt,Sulphides and Other Anions,
2011.0,(YPO4)0.9(Li3PO4)0.1,10.1016/0167-2738(89)90457-8,25.0,4.64e-07,Zircon,Oxides,
2012.0,(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,25.0,6.57e-09,Zircon,Oxides,
2013.0,(YPO4)0.5(Li3PO4)0.5,10.1016/0167-2738(89)90457-8,25.0,6.68e-11,Zircon,Oxides,
2014.0,LiGaSiO4,10.1016/0167-2738(87)90048-8,25.0,1.08e-11,Phenakite,Oxides,
2015.0,Li0.68Ga0.68Si2.33O6,10.1016/0167-2738(87)90048-8,25.0,3.15e-11,Phenakite,Oxides,
2016.0,Li0.96Ga0.96Si2.04O6,10.1016/0167-2738(87)90048-8,25.0,2.35e-11,Phenakite,Oxides,
2017.0,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,25.0,3.25e-06,LISICON,Oxides,
2018.0,Li4Al0.33Si0.17Ge0.17P0.33O4,10.1021/acsami.6b14402,25.0,1.61e-06,LISICON,Oxides,
2019.0,Li4.25Si0.75Al0.25O4,10.1021/acsami.6b14402,25.0,2.02e-08,LISICON,Oxides,
