ID,composition,source,temperature,target,family,ChemicalFamily,0
399.0,Li0.98Zr1.98Nb0.02(PO4)3,10.1016/j.ssi.2003.12.037,25.0,2.5e-07,NASICON,Oxides,
401.0,Li1.3Al0.2Y0.1Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,25.0,0.00012,NASICON,Oxides,
402.0,Li1.3Al0.1Y0.2Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,25.0,7.3e-05,NASICON,Oxides,
403.0,Li1.3Al0.15Y0.15Ti1.7(PO4)3,10.1016/j.ssi.2012.05.011,25.0,1.9e-05,NASICON,Oxides,
404.0,Li1.4Al0.4Ge0.2Ti1.4(PO4)3,10.1016/j.ssi.2013.09.022,25.0,0.00129,NASICON,Oxides,
405.0,Li1.4Al0.4Ge1.2Ti0.4(PO4)3,10.1016/j.ssi.2013.09.022,25.0,0.000343,NASICON,Oxides,
406.0,Li1.4Al0.4Ge1.6(PO4)3,10.1016/j.ssi.2013.09.022,25.0,0.000177,NASICON,Oxides,
407.0,Li2InTi(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,8.3e-06,NASICON,Oxides,
408.0,Li2CrZr(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,5.91e-07,NASICON,Oxides,
409.0,Li2CrTi(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,4.41e-07,NASICON,Oxides,
410.0,Li2FeTi(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,3.34e-07,NASICON,Oxides,
411.0,Li2FeZr(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,1.44e-07,NASICON,Oxides,
412.0,Li2InZr(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,8.22e-08,NASICON,Oxides,
413.0,Li2InHf(PO4)3,10.1016/S0167-2738(96)00565-6,25.0,2.74e-08,NASICON,Oxides,
414.0,Li1.7Fe0.7Hf1.3(PO4)3,10.1016/S0167-2738(98)00207-0,171.0,2.68e-05,NASICON,,
418.0,Li2.9Sc1.9Zr0.1(PO4)3,10.1016/S0925-8388(96)02746-6,150.0,0.00106,NASICON,,
419.0,Li2.9Sc1.9Zr0.1(PO4)3,10.1016/S0925-8388(96)02746-6,273.0,0.0144,NASICON,,
420.0,Li3Sc2(PO4)3,10.1016/S0925-8388(96)02746-6,150.0,3.49e-06,NASICON,,
421.0,Li1.7Al0.7Ge1.3(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,0.00015,NASICON,Oxides,
422.0,Li1.5Al0.5Ge1.5(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,0.00028,NASICON,Oxides,
423.0,Li1.6Al0.6Ge1.4(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,0.00014,NASICON,Oxides,
424.0,Li1.3Al0.3Ge1.7(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,3.9e-05,NASICON,Oxides,
425.0,Li1.7Al0.7Ti1.3(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,3.7e-05,NASICON,Oxides,
426.0,Li1.1Al0.1Ti1.9(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,3e-05,NASICON,Oxides,
427.0,Li1.1Al0.1Ge1.9(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,2.9e-06,NASICON,Oxides,
430.0,Li1.5Al0.5Ti1.5(PO4)3,10.1021/cm010528i,25.0,1.1e-05,NASICON,Oxides,
431.0,Li1.05Al0.05Ti1.95(PO4),10.1021/cm010528i,25.0,1.4e-06,NASICON,Oxides,
432.0,Li1.6Al0.6Ge0.8Ti0.6(PO4)3,10.1021/cm021717j,25.0,0.00011,NASICON,Oxides,
433.0,Li1.4Al0.4Ge1.0Ti0.6(PO4)3,10.1021/cm021717j,25.0,8e-05,NASICON,Oxides,
434.0,Li1.8Al0.8Ge0.8Ti0.4(PO4)3,10.1021/cm021717j,25.0,7e-05,NASICON,Oxides,
435.0,Li1.4Al0.4Ge0.8Ti0.8(PO4)3,10.1021/cm021717j,25.0,6e-05,NASICON,Oxides,
436.0,Li1.6Al0.6Ge1.0Ti0.4(PO4)3,10.1021/cm021717j,25.0,5e-05,NASICON,Oxides,
437.0,Li1.2Al0.2Ge0.8Ti(PO4)3,10.1021/cm021717j,25.0,3e-05,NASICON,Oxides,
438.0,Li1.2Al0.2Ge1.0Ti0.8(PO4)3,10.1021/cm021717j,25.0,3e-05,NASICON,Oxides,
439.0,Li1.8Al0.8Ge1.0Ti0.2(PO4)3,10.1021/cm021717j,25.0,3e-05,NASICON,Oxides,
440.0,Li1.2Ga0.2Ti1.8(PO4)3,10.1021/cm030422i,250.0,6.6e-07,NASICON,,
441.0,LiGe2(PO4)3,10.1021/jp9085602,25.0,7.2e-07,NASICON,Oxides,
446.0,LiCrSb(PO4)3,10.1063/1.2357843,30.0,3.57e-10,NASICON,Oxides,
448.0,LiAlSb(PO4)3,10.1063/1.2357843,30.0,3.17e-08,NASICON,Oxides,
449.0,LiFeSb(PO4)3,10.1063/1.2357843,30.0,1.37e-06,NASICON,Oxides,
451.0,Li1.3Al0.3Ti1.7(PO4)3,10.1149/1.2086597,25.0,0.00216,NASICON,Oxides,
452.0,Li1.3Sc0.3Ti1.7(PO4)3,10.1149/1.2086597,25.0,0.000794,NASICON,Oxides,
453.0,Li1.2Y0.2Ti1.8(PO4)3,10.1149/1.2086597,25.0,0.000504,NASICON,Oxides,
454.0,Li1.4Y0.4Ti1.6(PO4)3,10.1149/1.2096693,25.0,0.00061,NASICON,Oxides,
455.0,Li0.7Al0.3Ti1.7(PO4)3,10.1149/1.2086597,25.0,0.000588,NASICON,Oxides,
456.0,Li1.3Y0.3Ti1.7(PO4)3,10.1149/1.2086597,25.0,0.000554,NASICON,Oxides,
457.0,Li1.2Fe0.2Ti1.8(PO4)3,10.1149/1.2086597,25.0,0.000351,NASICON,Oxides,
458.0,Li1.4Sc0.4Ti1.6(PO4)3,10.1149/1.2086597,25.0,0.000515,NASICON,Oxides,
459.0,Li1.2In0.2Ti1.8(PO4)3,10.1149/1.2086597,25.0,0.000401,NASICON,Oxides,
460.0,Li1.4Fe0.4Ti1.6(PO4)3,10.1149/1.2086597,25.0,0.000386,NASICON,Oxides,
461.0,Li1.4In0.4Ti1.6(PO4)3,10.1149/1.2086597,25.0,0.0003,NASICON,Oxides,
462.0,Li1.5In0.5Ti1.5(PO4)3,10.1149/1.2086597,25.0,0.000204,NASICON,Oxides,
463.0,Li1.5Fe0.5Ti1.5(PO4)3,10.1149/1.2086597,25.0,0.000175,NASICON,Oxides,
464.0,Li1.4Cr0.4Ti1.6(PO4)3,10.1149/1.2086597,25.0,0.00015,NASICON,Oxides,
465.0,Li1.5Y0.5Ti1.5(PO4)3,10.1149/1.2086597,25.0,5.44e-05,NASICON,Oxides,
466.0,Li1.2Cr0.2Ti1.8(PO4)3,10.1149/1.2086597,25.0,1.83e-05,NASICON,Oxides,
467.0,Li1.2La0.2Ti1.8(PO4)3,10.1149/1.2096693,25.0,0.000528,NASICON,Oxides,
468.0,Li1.3La0.3Ti1.7(PO4)3,10.1149/1.2096693,25.0,0.000528,NASICON,Oxides,
469.0,Li1.4La0.4Ti1.6(PO4)3,10.1149/1.2096693,25.0,0.000497,NASICON,Oxides,
470.0,Li1.5La0.5Ti1.5(PO4)3,10.1149/1.2096693,25.0,0.000282,NASICON,Oxides,
471.0,LiSn2(PO4)3,10.1149/1.2220723,25.0,2e-09,NASICON,Oxides,
472.0,Li1.3Sc0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,25.0,2.98e-05,NASICON,Oxides,
473.0,Li1.5Ga0.5Ge1.5(PO4)3,10.1246/bcsj.65.2200,25.0,0.000117,NASICON,Oxides,
474.0,Li1.3Cr0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,25.0,2.44e-05,NASICON,Oxides,
475.0,Li1.3Fe0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,25.0,3.67e-05,NASICON,Oxides,
476.0,Li1.5Sc0.5Ge1.5(PO4)3,10.1246/bcsj.65.2200,25.0,2.51e-05,NASICON,Oxides,
477.0,Li1.7Fe0.7Ge1.3(PO4)3,10.1246/bcsj.65.2200,25.0,2.37e-05,NASICON,Oxides,
478.0,Li1.7Ga0.7Ge1.3(PO4)3,10.1246/bcsj.65.2200,25.0,2.43e-05,NASICON,Oxides,
479.0,Li1.3In0.3Ge1.7(PO4)3,10.1246/bcsj.65.2200,25.0,9.22e-06,NASICON,Oxides,
480.0,Li1.5In0.5Ge1.5(PO4)3,10.1246/bcsj.65.2200,25.0,5.75e-06,NASICON,Oxides,
481.0,Li1.45Al0.45Ge0.2Ti1.35(PO4)3,10.3389/fenrg.2016.00012,25.0,0.00101,NASICON,Oxides,
482.0,Li1.40Al0.4Ge0.2Ti1.4(PO4)3,10.3389/fenrg.2016.00012,25.0,0.001,NASICON,Oxides,
483.0,Li1.50Al0.50Ge0.2Ti1.3(PO4)3,10.3389/fenrg.2016.00012,25.0,0.000737,NASICON,Oxides,
484.0,Li1.35Al0.35Ge0.2Ti1.45(PO4)3,10.3389/fenrg.2016.00012,25.0,0.000618,NASICON,Oxides,
485.0,Li1.55Al0.55Ge0.2Ti1.25(PO4)3,10.3389/fenrg.2016.00012,25.0,7.02e-05,NASICON,Oxides,
486.0,Li1.45Al0.45Ti1.55(PO4),10.5796/electrochemistry.82.870,25.0,0.00029,NASICON,Oxides,
487.0,Li1.5Mg2.5V0.5Mo2.5O12,10.1016/j.jssc.2010.08.042,440.0,1e-06,Lysonite,,
488.0,Li7Ge3PS12,10.1016/j.jssc.2016.12.001,25.0,0.00011,Thio-LISICON,Sulphides,
489.0,Li3.2PO3.1N0.7,10.1016/j.ssi.2005.10.021,25.0,5e-07,LISICON,Oxides and Other Anions,
491.0,Li2TiO3,10.1016/j.ssi.2006.11.002,186.0,3.52e-08,Rocksalt,,
492.0,Li1.9Mg0.1TiO3.05,10.1016/j.ssi.2008.03.001,600.0,0.00107,Rocksalt,,
493.0,Li1.9Mg0.1TiO3.05,10.1016/j.ssi.2008.03.001,300.0,1.2e-05,Rocksalt,,
495.0,LiFePO4 ,10.1016/j.ssi.2008.06.028,30.0,1.1e-09,Olivine,Oxides,
496.0,Li1.3Al0.3Ti1.7(PO4)3,10.1016/S0955-2219(99)00055-2,25.0,0.003,NASICON,Oxides,
497.0,Li6PS5Cl,10.1016/j.ssi.2012.06.008,150.58,0.0214,Argyrodite,,
498.0,Li6PS5Cl,10.1016/j.ssi.2012.06.008,50.47,0.00132,Argyrodite,,
499.0,Li6PS5Cl,10.1016/j.ssi.2012.06.008,25.36,0.000537,Argyrodite,Sulphides and Other Anions,
500.0,Li6PS5Cl,10.1016/j.ssi.2012.06.008,18.82,0.000376,Argyrodite,Sulphides and Other Anions,
502.0,Li4P2S6,10.1016/j.ssi.2015.10.015,25.0,2.57e-07,Glass,Sulphides,
504.0,Li3OBr,10.1016/j.ssi.2015.11.027,25.0,1.06e-06,Anti-Perovskite,Oxides and Other Anions,
505.0,"""(Li2O)50((SeO2)0.5 (B2O3)0.5)50""",10.1016/S0167-2738(02)00137-6,27.0,7.54e-07,Glass,Oxides,
507.0,(YPO4)0.8(Li3PO4)0.2,10.1016/0167-2738(89)90457-8,867.0,0.275,Zircon,,
508.0,(YPO4)0.9(Li3PO4)0.1,10.1016/0167-2738(89)90457-8,873.0,0.135,Zircon,,
509.0,(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,791.0,0.0682,Zircon,,
510.0,(YPO4)0.8(Li3PO4)0.2,10.1016/0167-2738(89)90457-8,585.0,0.0374,Zircon,,
511.0,(YPO4)0.8(Li3PO4)0.2,10.1016/0167-2738(89)90457-8,486.0,0.00537,Zircon,,
512.0,(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,598.96,0.00387,Zircon,,
513.0,(YPO4)0.9(Li3PO4)0.1,10.1016/0167-2738(89)90457-8,400.0,0.000121,Zircon,,
515.0,(YPO4)0.5(Li3PO4)0.5,10.1016/0167-2738(89)90457-8,523.93,0.000245,Zircon,,
516.0,(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,485.26,0.000213,Zircon,,
517.0,(YPO4)0.5(Li3PO4)0.5,10.1016/0167-2738(89)90457-8,437.38,1.78e-05,Zircon,,
518.0,(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,397.77,1.09e-05,Zircon,,
525.0,LiGaSiO4,10.1016/0167-2738(87)90048-8,564.29,1.58e-06,Phenakite,,
526.0,Li0.68Ga0.68Si2.33O6,10.1016/0167-2738(87)90048-8,276.0,8.19e-07,Phenakite,,
527.0,Li0.96Ga0.96Si2.04O6,10.1016/0167-2738(87)90048-8,260.0,6.32e-07,Phenakite,,
528.0,LiGaSiO4,10.1016/0167-2738(87)90048-8,475.75,2.8e-07,Phenakite,,
529.0,Li0.68Ga0.68Si2.33O6,10.1016/0167-2738(87)90048-8,216.18,7.26e-08,Phenakite,,
530.0,Li0.96Ga0.96Si2.04O6,10.1016/0167-2738(87)90048-8,208.82,7.26e-08,Phenakite,,
531.0,Li0.96Ga0.96Si2.04O6,10.1016/0167-2738(87)90048-8,178.14,1.78e-08,Phenakite,,
532.0,LiGaSiO4,10.1016/0167-2738(87)90048-8,341.15,1.35e-08,Phenakite,,
533.0,LiGaSiO4,10.1016/0167-2738(87)90048-8,312.92,5.7e-09,Phenakite,,
534.0,LiTi2P3O12,10.1016/0167-2738(94)90332-8,30.0,4e-07,NASICON,Oxides,
535.0,LiZr2P3O12,10.1016/0167-2738(94)90332-8,30.0,5e-08,NASICON,Oxides,
536.0,Li2InTi(PO4)3,10.1016/S0167-2738(96)00565-6,200.0,0.00122,NASICON,,
537.0,Li1.6Al0.6Ge1.4 (PO4)3,10.1016/S0167-2738(97)00434-7,25.0,0.00038,Glass-Ceramic,Oxides,
539.0,Li6.25PS5.25Cl0.75,10.1016/j.apsusc.2019.07.041,25.0,0.014,Argyrodite,Sulphides and Other Anions,
540.0,Li3.8Ge0.8P0.2O4,10.1021/acs.chemmater.8b01504,30.0,1.03e-06,LISICON,Oxides,
541.0,Li3PO4,10.1021/acs.chemmater.8b01504,30.0,1.75e-13,LISICON,Oxides,
542.0,Li3VO4,10.1021/acs.chemmater.8b01504,30.0,9.2e-14,LISICON,Oxides,
543.0,Li3.2Ge0.2P0.8O4,10.1021/acs.chemmater.8b01504,30.0,1.14e-06,LISICON,Oxides,
544.0,Li3V0.6P0.4O4,10.1021/acs.chemmater.8b01504,30.0,3.55e-13,LISICON,Oxides,
546.0,Li3P0.2V0.8O4,10.1021/acs.chemmater.8b01504,30.0,1.31e-13,LISICON,Oxides,
547.0,Li3.6Ge0.6P0.4O4,10.1021/acs.chemmater.8b01504,30.0,1.1e-05,LISICON,Oxides,
548.0,Li3.4Ge0.4P0.6O4,10.1021/acs.chemmater.8b01504,30.0,4.5e-06,LISICON,Oxides,
549.0,Li3.2Ge0.2V0.8O4,10.1021/acs.chemmater.8b01504,30.0,1.9e-05,LISICON,Oxides,
550.0,Li3.6Ge0.6V0.4O4,10.1021/acs.chemmater.8b01504,30.0,3.19e-05,LISICON,Oxides,
551.0,Li3.8Ge0.8V0.2O4,10.1021/acs.chemmater.8b01504,30.0,2.71e-06,LISICON,Oxides,
553.0,Li3.4Ge0.4V0.6O4,10.1021/acs.chemmater.8b01504,30.0,8.89e-07,LISICON,Oxides,
554.0,Li3P0.6V0.4O4,10.1021/acs.chemmater.8b01504,30.0,3.2e-13,LISICON,Oxides,
555.0,Li4GeO4,10.1021/acs.chemmater.8b01504,30.0,1.3e-12,LISICON,Oxides,
556.0,Li3P0.8V0.2O4,10.1021/acs.chemmater.8b01504,30.0,2.05e-13,LISICON,Oxides,
561.0,Li6PS5Br,10.1021/acsaem.8b00280,25.0,0.00019,Argyrodite,Sulphides and Other Anions,
564.0,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,249.0,0.00471,LISICON,,
565.0,Li4Al0.33Si0.17Ge0.17P0.33O4,10.1021/acsami.6b14402,215.0,0.00353,LISICON,,
566.0,Li4Al0.33Si0.17Ge0.17P0.33O4,10.1021/acsami.6b14402,47.0,3.93e-06,LISICON,,
567.0,Li4.25Si0.75Al0.25O4,10.1021/acsami.6b14402,242.0,0.00088,LISICON,,
568.0,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,228.73,0.000239,LISICON,,
569.0,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,125.29,0.000198,LISICON,,
570.0,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,149.36,2.91e-05,LISICON,,
571.0,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,76.66,1.93e-05,LISICON,,
572.0,Li4.25Si0.75Al0.25O4,10.1021/acsami.6b14402,124.96,6.37e-06,LISICON,,
573.0,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,100.96,5.03e-06,LISICON,,
574.0,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,75.47,2.46e-06,LISICON,,
575.0,Li4.25Si0.75Al0.25O4,10.1021/acsami.6b14402,74.28,2.88e-07,LISICON,,
576.0,Li4.25Si0.75Al0.25O4,10.1021/acsami.6b14402,50.34,4.1e-08,LISICON,,
577.0,Li4SiO4,10.1021/acsami.6b14402,228.21,8.36e-06,Other,,
578.0,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,50.64,4.75e-06,Other,,
579.0,Li4SiO4,10.1021/acsami.6b14402,176.36,1.35e-06,Other,,
580.0,Li4SiO4,10.1021/acsami.6b14402,100.52,3.11e-08,Other,,
581.0,Li4SiO4,10.1021/acsami.6b14402,75.02,5.66e-09,Other,,
582.0,Li6PS5I,10.1007/s10008-011-1572-8,25.0,0.00063,Argyrodite,Sulphides and Other Anions,
583.0,Li5PS4(BH4)2,10.1021/acsomega.8b00377,50.0,0.005,Argyrodite,,
584.0,Li5PS4(BH4)2,10.1021/acsomega.8b00377,25.0,0.00796,Argyrodite,Sulphides and Other Anions,
585.0,"""(Li2S)0.75 (P2S5)0.25""",10.1021/acsomega.8b00377,44.2,0.0003,Other,,
586.0,"""(Li2S)0.75 (P2S5)0.25""",10.1021/acsomega.8b00377,34.76,0.000605,Glass,Sulphides,
587.0,LiBH4,10.1021/acsomega.8b00377,27.0,9.89e-08,Other,Other,
588.0,LiBH4,10.1021/acsomega.8b00377,39.83,7.96e-08,Other,,
589.0,"""(Li2S)0.75 (P2S5)0.25""",10.1021/acsomega.8b00377,26.29,0.000181,Glass,Sulphides,
591.0,Li0.245La0.592Ti0.98Mn0.02O3,10.1006/jssc.1998.7904,25.0,0.001,Perovskite,Oxides,
592.0,La0.55Li0.36Ti0.995Al0.005O3,10.1007/BF02375549,25.0,0.0011,Perovskite,Oxides,
593.0,La0.54Li0.36TiO3,10.1007/BF02375549,25.0,0.00089,Perovskite,Oxides,
594.0,La0.51Li0.36Ti0.95W0.05O3,10.1007/BF02375549,25.0,0.00073,Perovskite,Oxides,
595.0,La0.56Li0.36Ti0.95Al0.05O3,10.1007/BF02375549,25.0,0.00064,Perovskite,Oxides,
596.0,La0.55Li0.36Ti0.95Ge0.05O3,10.1007/BF02375549,25.0,0.00036,Perovskite,Oxides,
597.0,La0.58Li0.36Ti0.95Mg0.05O3,10.1007/BF02375549,25.0,0.00021,Perovskite,Oxides,
598.0,La0.55Li0.36Ti0.95Mn0.05O3,10.1007/BF02375549,25.0,0.00019,Perovskite,Oxides,
599.0,La0.55Li0.36Ti0.95Ru0.05O3,10.1007/BF02375549,25.0,5.2e-05,Perovskite,Oxides,
600.0,LiCa1.65Ti1.3Ta1.7O9,10.1007/BF02708781,300.0,1e-05,Perovskite,,
601.0,LiSr1.65Ti2.15W0.85O9,10.1007/BF02708781,300.0,0.00016,Perovskite,,
602.0,LiCa1.65Ti1.3Nb1.7O9,10.1007/BF02708781,215.0,8.56e-07,Perovskite,,
603.0,Li0.34La0.51TiO2.94,10.1016/0038-1098(93)90841-A,27.0,0.00102,Perovskite,Oxides,
604.0,(La0.5Li0.5)TiO3,10.1016/0167-2738(94)90309-3,25.0,0.001,Perovskite,Oxides,
605.0,Sm0.52Li0.38TiO2.97,10.1016/0167-2738(94)90310-7,25.0,0.0015,Perovskite,Oxides,
606.0,Li0.10La0.63TiO3,10.1016/0167-2738(94)90309-3,27.0,7.9e-05,Perovskite,Oxides,
607.0,(La0.5Li0.5)0.75(La0.5Na0.5)0.25TiO3,10.1016/0167-2738(94)90309-3,402.0,2e-05,Perovskite,Oxides,
608.0,(La0.5Li0.5)0.75(La0.5Na0.5)0.25TiO3,10.1016/0167-2738(94)90309-3,27.0,0.000158,Perovskite,Oxides,
609.0,Sm0.52Li0.38TiO2.97,10.1016/0167-2738(94)90310-7,126.0,1.1e-07,Perovskite,,
610.0,Li0.34Pr0.56TiO3,10.1016/0167-2738(94)90310-7,25.0,1e-06,Perovskite,Oxides,
611.0,Nd0.55Li0.34TiO3,10.1016/0167-2738(94)90310-7,25.0,8e-08,Perovskite,Oxides,
612.0,Li0.5(La0.4Nd0.1)TiO3,10.1016/S0167-2738(97)00015-5,25.0,0.001,Perovskite,Oxides,
613.0,Li0.34La0.56TiO3,10.1016/S0167-2738(98)00070-8,25.0,0.00153,Perovskite,Oxides,
614.0,Li0.34La0.56TiO3,10.1016/S0167-2738(98)00070-8,25.0,0.000688,Perovskite,Oxides,
615.0,Nd0.25Li0.25TaO3,10.1016/S0167-2738(98)00414-7,25.0,1.91e-06,Perovskite,Oxides,
616.0,Sm0.25Li0.25TaO3,10.1016/S0167-2738(98)00414-7,125.0,7.3e-06,Perovskite,,
617.0,Li0.25La0.25TaO3,10.1016/S0167-2738(98)00414-7,25.0,0.000366,Perovskite,Oxides,
618.0,Y0.25Li0.25TaO3,10.1016/S0167-2738(98)00414-7,147.0,4.39e-09,Perovskite,,
619.0,Li0.5Sr0.5Cr0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,25.0,6.31e-05,Perovskite,Oxides,
620.0,Li0.5Sr0.5Fe0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,25.0,0.000126,Perovskite,Oxides,
628.0,Li0.5Sr0.5Cr0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,75.0,0.000355,Perovskite,Oxides,
629.0,Li0.5Sr0.5Fe0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,75.0,0.000661,Perovskite,Oxides,
632.0, La0.29Li0.12NbO3,10.1016/S0167-2738(98)00266-5,25.0,4.25e-05,Other,Oxides,
633.0,La0.283Li0.15NbO3,10.1016/S0167-2738(98)00266-5,25.0,3.85e-05,Other,Oxides,
634.0,La0.273Li0.18NbO3,10.1016/S0167-2738(98)00266-5,25.0,3.82e-05,Other,Oxides,
635.0,La0.303Li0.09NbO3,10.1016/S0167-2738(98)00266-5,25.0,3.52e-05,Other,Oxides,
636.0,La0.313Li0.06NbO3,10.1016/S0167-2738(98)00266-5,25.0,2.33e-05,Other,Oxides,
637.0,Li0.1Sr0.8Ti0.7Nb0.3O3,10.1149/1.1629102,25.0,1e-08,Perovskite,Oxides,
638.0,Li0.3Sr0.6Ti0.20Fe0.30Ta0.5O3,10.1149/1.1629102,25.0,1e-07,Perovskite,Oxides,
639.0,Li0.3Sr0.6Ti0.35Fe0.15Ta0.5O3,10.1149/1.1629102,25.0,2.8e-05,Perovskite,Oxides,
640.0,Li0.3Sr0.6Ti0.40Fe0.10Ta0.5O3,10.1149/1.1629102,25.0,3.6e-05,Perovskite,Oxides,
641.0,Li0.3Sr0.6Ti0.45Fe0.05Ta0.5O3,10.1149/1.1629102,30.0,6e-05,Perovskite,Oxides,
642.0,Li0.3Sr0.6Ti0.5Ta0.5O3,10.1149/1.1629102,30.0,0.00017,Perovskite,Oxides,
643.0,Li0.3Sr0.6Ti0.5Nb0.5O3,10.1149/1.1629102,30.0,5.4e-06,Perovskite,Oxides,
644.0,Li0.25La0.41Sr0.25TiO3,10.1021/cm020609u,25.0,7.64e-05,Perovskite,Oxides,
645.0,Li0.15La0.51Sr0.15TiO3,10.1021/cm020609u,25.0,5.3e-05,Perovskite,Oxides,
646.0,LiCaTiNbO6,10.1021/cm9810382,208.0,1e-07,Perovskite,,
647.0,LiSrTiTaO6,10.1021/cm9810382,25.0,0.00055,Perovskite,Oxides,
648.0,LiSr1.65Ti1.3Ta1.7O9,10.1021/cm9810382,25.0,4.9e-05,Perovskite,Oxides,
649.0,LiSr1.65Ti1.3Nb1.7O9,10.1021/cm9810382,25.0,2e-05,Perovskite,Oxides,
650.0,LiSr1.65Zr1.3Ta1.7O9,10.1021/cm9810382,25.0,1.3e-05,Perovskite,Oxides,
651.0,LiSr2Ti2TaO9,10.1021/cm9810382,30.0,3.2e-05,Perovskite,Oxides,
652.0,LiSr2Ti2NbO9,10.1021/cm9810382,25.0,1e-06,Perovskite,Oxides,
653.0,LiSrTiNbO6,10.1021/cm9810382,25.0,1e-06,Perovskite,Oxides,
654.0,LiBa2Ti2NbO9,10.1021/cm9810382,30.0,1e-07,Perovskite,Oxides,
655.0,Li0.067La0.64TiO2.99,10.1016/0167-2738(94)90309-3,27.0,7.9e-05,Perovskite,Oxides,
656.0,Li0.25La0.66Ti0.75Al0.25O3,10.1021/cm011149s,25.0,7.66e-05,Perovskite,Oxides,
657.0,Li0.20La0.66Ti0.80Al0.20O3,10.1021/cm011149s,25.0,4.28e-05,Perovskite,Oxides,
658.0,Li0.30La0.66Ti0.70Al0.30O3,10.1021/cm011149s,25.0,1.72e-05,Perovskite,Oxides,
659.0,Li0.15La0.66Ti0.85Al0.15O3,10.1021/cm011149s,25.0,9.66e-06,Perovskite,Oxides,
660.0,Li0.10La0.66Ti0.90Al0.10O3,10.1021/cm011149s,27.0,7.34e-06,Perovskite,Oxides,
661.0,Li0.06La0.66Ti0.93Al0.06O3,10.1021/cm011149s,27.0,1.68e-06,Perovskite,Oxides,
662.0,Li0.27La0.59TiO3 ,10.2109/jcersj.105.548,127.0,0.0141,Perovskite,Oxides,
663.0,Li0.27La0.59TiO3,10.2109/jcersj.105.548,25.0,0.00058,Perovskite,Oxides,
664.0,Li3O(Cl0.5Br0.5),10.1021/ja305709z,253.0,0.00301,Anti-Perovskite,,
665.0,Li3O(Cl0.5Br0.5),10.1021/ja305709z,260.76,0.0193,Anti-Perovskite,,
666.0,Li3O(Cl0.5Br0.5),10.1021/ja305709z,171.78,0.00398,Anti-Perovskite,,
667.0,Li3OCl,10.1021/ja305709z,253.44,0.00354,Anti-Perovskite,,
668.0,Li3O(Cl0.5Br0.5),10.1021/ja305709z,90.59,0.00158,Anti-Perovskite,,
669.0,Li3O(Cl0.5Br0.5),10.1021/ja305709z,29.61,0.000938,Anti-Perovskite,Oxides and Other Anions,
670.0,Li3OCl,10.1021/ja305709z,150.88,0.000902,Anti-Perovskite,,
671.0,Li3OCl,10.1021/ja305709z,90.16,0.000419,Anti-Perovskite,,
672.0,Li3OCl,10.1021/ja305709z,30.51,0.000141,Anti-Perovskite,Oxides and Other Anions,
673.0,Li10SnP2S12,10.1021/ja407393y,25.0,0.004,Thio-LISICON,Sulphides,
675.0,Li10GeP2S12,10.1038/nmat3066,25.0,0.012,Thio-LISICON,Sulphides,
676.0,Li1.2Ta0.9Al1.1P3O12,10.1039/A807007E,350.0,0.012,NASICON,,
677.0,LiTaAlP3O12,10.1039/A807007E,350.0,0.01,NASICON,,
680.0,LiSrTiTaO6,10.1021/cm9810382,360.0,0.063,Perovskite,Oxides,
681.0,LiSr1.65Ti1.3Ta1.7O9,10.1021/cm9810382,360.0,0.114,Perovskite,Oxides,
682.0,LiSr2Ti2TaO9,10.1021/cm9810382,360.0,0.0032,Perovskite,Oxides,
