functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,Insulator,PBE band gap,μ,μĀ,μ𝐵 ̅,stable,t
AgBaAuCdO6,Ag,3,Ba,2,0.585,-3.82,114.05,616.95,0.648499999999999,-1.3775,0.52,1.41,0.5135,2.8885,55.875,69.825,Au,5,Cd,0.0504999999999999,0.0504999999999999,-5.7095,11.1999999999999,878.9,0.2085,-0.9725,0.425,2.115,0.2225,2.4375,145.4,77.4,0,0.0,0.54286,0.13571,0.13571,1,0.92317
AgBaAuHgO6,Ag,3,Ba,2,0.585,-3.82,114.05,616.95,0.648499999999999,-1.3775,0.52,1.41,0.5135,2.8885,55.875,69.825,Au,5,Hg,0.5275,0.5275,-6.2875,58.4499999999999,948.55,0.139,-0.903,0.27,2.27,0.125,2.535,135.4,87.4,0,0.0,0.56786,0.13571,0.16071,1,0.90845
AgBaMoCdO6,Ag,3,Ba,2,0.585,-3.82,114.05,616.95,0.648499999999999,-1.3775,0.52,1.41,0.5135,2.8885,55.875,69.825,Mo,5,Cd,0.712499999999999,0.712499999999999,-4.9465,91.4,776.3,1.44899999999999,-2.63,0.235,1.925,0.2525,2.4675,70.0,2.0,0,0.0,0.55714,0.13571,0.12143,1,0.9147
AgBiO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Bi,5,Bi,0.0,0.0,-4.57,0.0,703.3,0.0,-0.688,0.0,2.02,0.0,1.997,0.0,91.3,0,0.0,0.54286,0.0,0.0,0,0.94608
AgBrO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Br,5,Br,0.0,0.0,-7.858,0.0,1139.9,0.0,-0.503,0.0,2.96,0.0,1.2,0.0,324.7,0,0.1524,0.44286,0.0,0.0,0,1.01165
AgCaRePtO6,Ag,3,Ca,2,0.3185,-4.0865,70.6,660.4,0.609499999999999,-1.3385,0.464999999999999,1.46499999999999,0.3125,2.6875,61.665,64.035,Re,5,Pt,0.0535000000000001,0.0535000000000001,-5.3305,54.05,814.349999999999,2.3315,-3.0235,0.189999999999999,2.09,0.01,2.69,99.7365,105.5635,0,0.0,0.49286,0.03929,0.07857,1,0.90841
AgCdAuTaO6,Ag,2,Cd,2,0.626999999999999,-5.032,68.35,799.35,0.226,-0.955,0.12,1.81,0.08,2.295,96.85,28.85,Au,5,Ta,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.46071,0.02857,0.05357,1,0.95088
AgCdAuTiO6,Ag,2,Cd,2,0.626999999999999,-5.032,68.35,799.35,0.226,-0.955,0.12,1.81,0.08,2.295,96.85,28.85,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.44286,0.02857,0.03571,1,0.96265
AgCdReAuO6,Ag,2,Cd,2,0.626999999999999,-5.032,68.35,799.35,0.226,-0.955,0.12,1.81,0.08,2.295,96.85,28.85,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0214999999999996,0.51071,0.02857,0.09643,1,0.91941
AgCsReAuO6,Ag,3,Cs,1,1.148,-3.257,177.65,553.35,0.0035,-0.7255,0.57,1.35999999999999,0.967499999999999,3.3425,40.1,85.6,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.000500000000000167,0.51071,0.23214,0.09643,1,0.98794
AgCsTaAuO6,Ag,3,Cs,1,1.148,-3.257,177.65,553.35,0.0035,-0.7255,0.57,1.35999999999999,0.967499999999999,3.3425,40.1,85.6,Ta,5,Au,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.53214,0.23214,0.075,1,0.97413
AgCsZrSnO6,Ag,3,Cs,1,1.148,-3.257,177.65,553.35,0.0035,-0.7255,0.57,1.35999999999999,0.967499999999999,3.3425,40.1,85.6,Zr,4,Sn,0.0124999999999999,0.0124999999999999,-3.6805,24.3,684.3,1.484,-2.024,0.314999999999999,1.645,0.4725,2.3525,33.099,74.199,0,0.0,0.50357,0.23214,0.01071,1,0.99264
AgCsZrTeO6,Ag,3,Cs,1,1.148,-3.257,177.65,553.35,0.0035,-0.7255,0.57,1.35999999999999,0.967499999999999,3.3425,40.1,85.6,Zr,4,Te,1.142,1.142,-4.81,104.6,764.6,1.474,-2.034,0.385,1.715,0.5775,2.2475,74.55,115.649999999999,1,1.5453,0.60357,0.23214,0.08929,1,0.93074
AgCuReAuO6,Ag,2,Cu,2,0.104,-4.509,7.19999999999998,738.2,0.0185,-0.710499999999999,0.015,1.915,0.167499999999999,2.2075,3.6,122.1,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.51071,0.06429,0.09643,1,0.90269
AgEuReAuO6,Ag,3,Eu,2,0.835,-3.57,91.9499999999999,639.05,0.4155,-1.1445,0.365,1.565,0.7825,3.15749999999999,57.25,68.45,Re,4,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.52857,0.075,0.07857,1,0.90371
AgEuTiAuO6,Ag,3,Eu,2,0.835,-3.57,91.9499999999999,639.05,0.4155,-1.1445,0.365,1.565,0.7825,3.15749999999999,57.25,68.45,Ti,4,Au,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.51964,0.075,0.0875,1,0.90902
AgEuWMgO6,Ag,3,Eu,2,0.835,-3.57,91.9499999999999,639.05,0.4155,-1.1445,0.365,1.565,0.7825,3.15749999999999,57.25,68.45,W,5,Mg,0.0995000000000003,0.0995000000000003,-4.6065,16.1499999999999,753.85,1.54,-2.868,0.524999999999999,1.835,0.3525,2.3825,59.3,19.2999999999999,0,0.0,0.47857,0.075,0.03571,1,0.93427
AgHfO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Hf,4,Hf,0.0,0.0,-2.778,0.0,675.4,0.0,-2.774,0.0,1.3,0.0,2.91,0.0,17.0,0,0.0,0.50714,0.0,0.0,0,0.93499
AgHgAuTaO6,Ag,3,Hg,1,1.205,-5.61,138.0,869.0,0.1565,-0.8855,0.035,1.96499999999999,0.0175,2.3925,86.85,38.85,Au,5,Ta,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.46071,0.14286,0.05357,1,0.97854
AgHgAuTiO6,Ag,3,Hg,1,1.205,-5.61,138.0,869.0,0.1565,-0.8855,0.035,1.96499999999999,0.0175,2.3925,86.85,38.85,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.44286,0.14286,0.03571,1,0.99065
AgHgReAuO6,Ag,3,Hg,1,1.205,-5.61,138.0,869.0,0.1565,-0.8855,0.035,1.96499999999999,0.0175,2.3925,86.85,38.85,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0337999999999998,0.51071,0.14286,0.09643,1,0.94615
AgHgWAlO6,Ag,3,Hg,1,1.205,-5.61,138.0,869.0,0.1565,-0.8855,0.035,1.96499999999999,0.0175,2.3925,86.85,38.85,W,5,Al,0.897999999999999,0.897999999999999,-3.609,96.1999999999999,673.8,1.982,-2.426,0.374999999999999,1.98499999999999,0.529999999999999,2.205,17.2999999999999,61.3,0,0.0314999999999998,0.4125,0.14286,0.03036,1,1.01194
AgIrO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Ir,5,Ir,0.0,0.0,-5.659,0.0,878.0,0.0,-0.955,0.0,2.2,0.0,2.628,0.0,151.0,0,0.0,0.40714,0.0,0.0,0,1.03733
AgKReAuO6,Ag,3,K,1,1.0375,-3.3675,156.1,574.9,0.032,-0.761,0.554999999999999,1.375,0.6575,3.03249999999999,38.65,87.05,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.51071,0.14643,0.09643,1,0.94782
AgKTaAuO6,Ag,3,K,1,1.0375,-3.3675,156.1,574.9,0.032,-0.761,0.554999999999999,1.375,0.6575,3.03249999999999,38.65,87.05,Ta,5,Au,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.53214,0.14643,0.075,1,0.93457
AgLiAuTaO6,Ag,3,Li,1,0.7655,-3.6395,105.399999999999,625.6,0.1805,-0.9095,0.475,1.455,0.382499999999999,1.9925,33.05,92.65,Au,5,Ta,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.46071,0.00714,0.05357,1,0.91284
AgMgFe2O6,Ag,2,Mg,2,0.1505,-4.5555,3.35000000000002,734.35,0.2995,-1.0285,0.309999999999999,1.62,0.1725,2.20249999999999,82.85,42.85,Fe,4,Fe,0.0,0.0,-4.434,0.0,759.3,0.0,-0.943,0.0,1.83,0.0,2.11,0.0,15.7,0,0.0,0.41786,0.06429,0.0,1,0.96181
AgMgReAuO6,Ag,2,Mg,2,0.1505,-4.5555,3.35000000000002,734.35,0.2995,-1.0285,0.309999999999999,1.62,0.1725,2.20249999999999,82.85,42.85,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.51071,0.06429,0.09643,1,0.90269
AgMgW2O6,Ag,2,Mg,2,0.1505,-4.5555,3.35000000000002,734.35,0.2995,-1.0285,0.309999999999999,1.62,0.1725,2.20249999999999,82.85,42.85,W,4,W,0.0,0.0,-4.507,0.0,770.0,0.0,-4.408,0.0,2.36,0.0,2.735,0.0,78.6,0,0.0,0.47143,0.06429,0.0,1,0.92679
AgMnReAuO6,Ag,2,Mn,2,0.0194999999999998,-4.4245,6.80000000000001,724.2,0.165999999999999,-0.895,0.189999999999999,1.74,0.0774999999999999,2.2975,87.85,37.85,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.51071,0.04643,0.09643,1,0.91105
AgMoO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Mo,5,Mo,0.0,0.0,-4.234,0.0,684.9,0.0,-4.079,0.0,2.16,0.0,2.72,0.0,72.0,0,0.0,0.43571,0.0,0.0,1,1.01669
AgNaReAuO6,Ag,3,Na,1,0.829,-3.576,117.6,613.4,0.0015,-0.730499999999999,0.499999999999999,1.43,0.137499999999999,2.5125,36.4,89.3,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.51071,0.05714,0.09643,1,0.90603
AgNbO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Nb,5,Nb,0.0,0.0,-4.617,0.0,663.8,0.0,-4.512,0.0,1.6,0.0,2.76,0.0,86.2,1,1.3259,0.45714,0.0,0.0,0,1.00173
AgNO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,N,5,N,0.0,0.0,-7.088,0.0,1402.3,0.0,-0.28,0.0,3.04,0.0,0.54,0.0,-7.0,0,0.0,0.09286,0.0,0.0,0,1.33565
AgOsO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Os,4,Os,0.0,0.0,-6.041,0.0,839.4,0.0,-1.216,0.0,2.2,0.0,2.65,0.0,106.0,0,0.0,0.45,0.0,0.0,0,0.97184
AgPbO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Pb,4,Pb,0.0,0.0,-3.496,0.0,715.5,0.0,-0.642,0.0,2.33,0.0,2.09,0.0,35.1,0,0.0,0.55357,0.0,0.0,0,0.90705
AgPbWAlO6,Ag,3,Pb,2,0.4545,-3.9505,7.75,723.25,0.0434999999999999,-0.6855,0.2,2.13,0.1425,2.2325,45.3,80.4,W,4,Al,0.897999999999999,0.897999999999999,-3.609,96.1999999999999,673.8,1.982,-2.426,0.374999999999999,1.98499999999999,0.529999999999999,2.205,17.2999999999999,61.3,1,2.0298,0.42679,0.09286,0.04464,1,0.97703
AgPdAuTiO6,Ag,3,Pd,1,0.1915,-4.2135,36.85,767.85,1.30949999999999,-2.0385,0.135,2.065,0.0375,2.4125,36.0,89.7,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.44286,0.03929,0.03571,1,0.90139
AgPdO3,Ag,3,Ag,3,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Pd,3,Pd,0.0,0.0,-4.022,0.0,804.7,0.0,-3.348,0.0,2.2,0.0,2.45,0.0,53.7,0,0.0,0.54286,0.0,0.0,0,0.86097
AgPdReAuO6,Ag,3,Pd,2,0.1915,-4.2135,36.85,767.85,1.30949999999999,-2.0385,0.135,2.065,0.0375,2.4125,36.0,89.7,Re,4,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.52857,0.10357,0.07857,1,0.91693
AgPO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,P,5,P,0.0,0.0,-5.506,0.0,1011.7,0.0,-0.451,0.0,2.19,0.0,1.24,0.0,72.0,0,0.0,0.27143,0.0,0.0,0,1.14806
AgPtO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Pt,4,Pt,0.0,0.0,-5.277,0.0,868.4,0.0,-0.692,0.0,2.28,0.0,2.7,0.0,205.3,0,0.0,0.44643,0.0,0.0,0,0.97424
AgRbReAuO6,Ag,3,Rb,1,1.0795,-3.3255,164.0,567.0,0.0025,-0.7315,0.554999999999999,1.375,0.862499999999999,3.2375,39.4,86.3,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0276999999999998,0.51071,0.175,0.09643,1,0.9612
AgRbTaAuO6,Ag,3,Rb,1,1.0795,-3.3255,164.0,567.0,0.0025,-0.7315,0.554999999999999,1.375,0.862499999999999,3.2375,39.4,86.3,Ta,5,Au,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.53214,0.175,0.075,1,0.94775
AgReO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Re,5,Re,0.0,0.0,-5.384,0.0,760.3,0.0,-5.355,0.0,1.9,0.0,2.68,0.0,5.827,0,0.0,0.41429,0.0,0.0,0,1.03209
AgRhO3,Ag,3,Ag,3,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Rh,3,Rh,0.0,0.0,-3.589,0.0,719.8,0.0,-3.365,0.0,2.28,0.0,2.52,0.0,109.7,0,0.0,0.475,0.0,0.0,0,0.90058
AgRuO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Ru,5,Ru,0.0,0.0,-3.584,0.0,711.1,0.0,-0.596,0.0,2.2,0.0,2.605,0.0,101.0,0,0.0,0.40357,0.0,0.0,0,1.03997
AgSbO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Sb,5,Sb,0.0,0.0,-4.827,0.0,833.7,0.0,-0.556,0.0,2.05,0.0,1.765,0.0,101.0,0,0.0,0.42857,0.0,0.0,0,1.02177
AgSnO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Sn,4,Sn,0.0,0.0,-3.693,0.0,708.6,0.0,-0.54,0.0,1.96,0.0,1.88,0.0,107.298,0,0.0,0.49286,0.0,0.0,0,0.94394
AgTaO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Ta,5,Ta,0.0,0.0,-3.652,0.0,761.3,0.0,-3.546,0.0,1.5,0.0,2.79,0.0,31.0,1,1.7301,0.45714,0.0,0.0,1,1.00173
AgTcO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Tc,4,Tc,0.0,0.0,-3.935,0.0,702.4,0.0,-0.87,0.0,1.9,0.0,2.65,0.0,53.0,0,0.0,0.46071,0.0,0.0,0,0.96471
AgTiO3,Ag,3,Ag,3,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Ti,3,Ti,0.0,0.0,-4.368,0.0,658.0,0.0,-4.227,0.0,1.54,0.0,2.58,0.0,7.6,0,0.0,0.47857,0.0,0.0,0,0.8984
AgTlAuTaO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Au,5,Ta,1.05399999999999,1.05399999999999,-4.70599999999999,64.4,825.7,1.391,-2.155,0.52,2.02,0.0649999999999999,2.725,95.9,126.9,0,0.0,0.46071,0.16786,0.05357,1,0.99064
AgTlAuTiO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Au,5,Ti,0.695999999999999,0.695999999999999,-5.064,116.05,774.05,1.7315,-2.4955,0.5,2.04,0.04,2.62,107.6,115.2,0,0.0,0.44286,0.16786,0.03571,1,1.0029
AgTlHfNiO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Hf,4,Ni,0.84,0.84,-3.618,30.65,706.05,1.0135,-1.7605,0.304999999999999,1.605,0.365,2.545,47.5,64.5,0,0.0,0.425,0.16786,0.08214,1,1.01547
AgTlHfPtO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Hf,4,Pt,1.2495,1.2495,-4.0275,96.5,771.9,1.041,-1.733,0.489999999999999,1.79,0.104999999999999,2.805,94.15,111.15,0,0.0,0.47679,0.16786,0.03036,1,0.97986
AgTlHfSiO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Hf,4,Si,0.6515,0.6515,-3.4295,55.55,730.95,1.156,-1.618,0.299999999999999,1.6,0.745,2.165,58.3,75.3,0,0.0,0.39643,0.16786,0.11071,1,1.03625
AgTlReAuO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0,0.51071,0.16786,0.09643,1,0.95785
AgTlSbScO6,Ag,3,Tl,1,1.019,-3.386,70.85,660.15,0.0839999999999999,-0.645,0.154999999999999,1.775,0.07,2.30499999999999,47.41,78.29,Sb,5,Sc,0.7685,0.7685,-4.0585,101.35,732.35,1.3155,-1.8715,0.344999999999999,1.705,0.4925,2.2575,41.45,59.55,0,0.0137,0.48036,0.16786,0.05179,1,0.9775
AgVO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,V,5,V,0.0,0.0,-4.469,0.0,650.3,0.0,-4.362,0.0,1.63,0.0,2.43,0.0,50.7,0,0.0297,0.38571,0.0,0.0,1,1.05337
AgWO3,Ag,1,Ag,1,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,W,5,W,0.0,0.0,-4.507,0.0,770.0,0.0,-4.408,0.0,2.36,0.0,2.735,0.0,78.6,0,0.0,0.44286,0.0,0.0,1,1.01165
AgYbWMgO6,Ag,3,Yb,2,0.688,-3.717,63.8,667.2,0.1855,-0.9145,0.414999999999999,1.515,0.607499999999999,2.9825,63.815,61.885,W,5,Mg,0.0995000000000003,0.0995000000000003,-4.6065,16.1499999999999,753.85,1.54,-2.868,0.524999999999999,1.835,0.3525,2.3825,59.3,19.2999999999999,0,0.0,0.47857,0.05357,0.03571,1,0.92402
AgZnReAuO6,Ag,2,Zn,2,0.786999999999999,-5.192,87.6999999999999,818.7,0.192,-0.921,0.14,1.79,0.2475,2.1275,91.85,33.85,Re,5,Au,0.187999999999999,0.187999999999999,-5.572,64.9,825.2,2.2955,-3.0595,0.32,2.21999999999999,0.01,2.67,108.4865,114.3135,0,0.0415,0.51071,0.06786,0.09643,1,0.90102
AgZrO3,Ag,2,Ag,2,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,Zr,4,Zr,0.0,0.0,-3.668,0.0,660.0,0.0,-3.508,0.0,1.33,0.0,2.825,0.0,41.1,0,0.0,0.51429,0.0,0.0,0,0.93058
AlBO3,Al,3,Al,3,0.0,-2.711,0.0,577.6,0.0,-0.444,0.0,1.61,0.0,1.675,0.0,44.0,B,3,B,0.0,0.0,-3.606,0.0,800.6,0.0,-0.298,0.0,2.04,0.0,0.795,0.0,26.7,0,0.0,0.19286,0.0,0.0,0,1.0035
AsBO3,As,3,As,3,0.0,-5.194,0.0,946.5,0.0,-0.532,0.0,2.18,0.0,1.415,0.0,78.0,B,3,B,0.0,0.0,-3.606,0.0,800.6,0.0,-0.298,0.0,2.04,0.0,0.795,0.0,26.7,1,0.5587,0.19286,0.0,0.0,0,1.08395
AuAsO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,As,3,As,0.0,0.0,-5.194,0.0,946.5,0.0,-0.532,0.0,2.18,0.0,1.415,0.0,78.0,0,0.0,0.41429,0.0,0.0,0,0.98566
AuBaMnInO6,Au,3,Ba,2,1.2625,-4.4975,193.6,696.5,0.630999999999999,-1.395,0.825,1.715,0.371,3.031,104.425,118.375,Mn,4,In,0.964,0.964,-3.48,79.55,637.849999999999,0.2845,-0.7765,0.114999999999999,1.665,0.0850000000000001,2.135,43.5215,-6.4785,0,0.0058,0.475,0.08929,0.09643,1,0.98789
AuCoO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Co,3,Co,0.0,0.0,-4.436,0.0,758.4,0.0,-0.84,0.0,1.88,0.0,2.02,0.0,63.8,0,0.0,0.43571,0.0,0.0,1,0.97095
AuCrO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Cr,3,Cr,0.0,0.0,-4.417,0.0,652.8,0.0,-4.352,0.0,1.66,0.0,2.44,0.0,64.3,0,0.0,0.43929,0.0,0.0,1,0.96854
AuFeO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Fe,3,Fe,0.0,0.0,-4.434,0.0,759.3,0.0,-0.943,0.0,1.83,0.0,2.11,0.0,15.7,0,0.0,0.46071,0.0,0.0,1,0.95433
AuGaO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Ga,3,Ga,0.0,0.0,-2.577,0.0,578.8,0.0,-0.493,0.0,1.81,0.0,1.695,0.0,30.0,0,0.0,0.44286,0.0,0.0,0,0.96615
AuIO3,Au,1,Au,1,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,I,5,I,0.0,0.0,-7.084,0.0,1008.4,0.0,-0.556,0.0,2.66,0.0,1.585,0.0,295.2,0,0.0,0.67857,0.0,0.0,0,0.94181
AuMnO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Mn,3,Mn,0.0,0.0,-4.444,0.0,717.4,0.0,-1.061,0.0,1.55,0.0,2.22,0.0,-50.0,0,0.0,0.46071,0.0,0.0,1,0.95433
AuMoO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Mo,3,Mo,0.0,0.0,-4.234,0.0,684.9,0.0,-4.079,0.0,2.16,0.0,2.72,0.0,72.0,0,0.0,0.49286,0.0,0.0,1,0.93379
AuNbO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Nb,3,Nb,0.0,0.0,-4.617,0.0,663.8,0.0,-4.512,0.0,1.6,0.0,2.76,0.0,86.2,0,0.4446,0.51429,0.0,0.0,0,0.92057
AuNiO3,Au,3,Au,3,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Ni,3,Ni,0.0,0.0,-4.458,0.0,736.7,0.0,-0.747,0.0,1.91,0.0,2.18,0.0,112.0,0,0.0,0.42857,0.0,0.0,1,0.97581
AuOsO3,Au,1,Au,1,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,Os,5,Os,0.0,0.0,-6.041,0.0,839.4,0.0,-1.216,0.0,2.2,0.0,2.65,0.0,106.0,0,0.0,0.41071,0.0,0.0,0,1.12063
