functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,Insulator,PBE band gap,μ,μĀ,μ𝐵 ̅,stable,t
Nd2DyInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Dy,3,In,0.00449999999999994,0.00449999999999994,-2.5115,6.95000000000004,565.25,0.8775,-1.3695,0.28,1.5,0.81,2.86,1.54149999999999,35.5015,1,1.6018,0.61143,0.0,0.04,0,0.85473
Nd2DyLuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Dy,3,Lu,0.3445,0.3445,-2.1625,24.35,547.85,0.274499999999999,-1.9725,0.025,1.245,0.149999999999999,3.52,5.46,28.5,1,1.7328,0.63321,0.0,0.01821,0,0.84333
Nd2DyTmO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Dy,3,Tm,0.2325,0.2325,-2.27449999999999,12.0499999999999,584.25,0.162499999999999,-2.0845,0.015,1.23499999999999,0.0349999999999999,3.635,32.5199999999999,66.48,1,1.6646,0.64,0.0,0.01143,0,0.83984
Nd2DyYO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Dy,3,Y,0.0274999999999998,0.0274999999999998,-2.5345,21.6999999999999,593.9,0.0925,-2.3395,0.0,1.22,0.365,3.30499999999999,2.17999999999999,31.78,1,1.6037,0.64714,0.0,0.00429,0,0.8362
Nd2ErCoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Er,3,Co,1.143,1.143,-3.293,84.8999999999999,673.5,0.6535,-1.49349999999999,0.319999999999999,1.56,0.804999999999999,2.825,16.8499999999999,46.95,1,0.9101,0.53571,0.0,0.1,1,0.89687
Nd2ErGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Er,3,Ga,0.2135,0.2135,-2.3635,4.90000000000003,583.7,0.827,-1.31999999999999,0.285,1.525,0.967499999999999,2.6625,0.0500000000000007,30.05,1,2.2819,0.53929,0.0,0.09643,0,0.89479
Nd2ErInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Er,3,In,0.183,0.183,-2.333,15.15,573.45,0.827499999999999,-1.3195,0.27,1.51,0.79,2.84,3.47149999999999,33.5715,1,1.6954,0.60357,0.0,0.03214,0,0.85892
Nd2ErLuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Er,3,Lu,0.165999999999999,0.165999999999999,-1.984,32.55,556.05,0.224499999999999,-1.92249999999999,0.015,1.255,0.129999999999999,3.5,3.53,26.57,1,1.8093,0.62536,0.0,0.01036,0,0.84741
Nd2ErNiO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Er,3,Ni,1.154,1.154,-3.304,74.05,662.65,0.7,-1.44699999999999,0.334999999999999,1.575,0.724999999999999,2.905,40.95,71.05,0,0.0,0.53214,0.0,0.10357,1,0.89897
Nd2ErTmO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Er,3,Tm,0.054,0.054,-2.096,3.84999999999996,592.45,0.112499999999999,-2.0345,0.005,1.245,0.0149999999999999,3.615,34.45,64.55,1,1.7429,0.63214,0.0,0.00357,0,0.84389
Nd2GaMnO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ga,3,Mn,0.9335,0.9335,-3.5105,69.3,648.099999999999,0.284,-0.776999999999999,0.13,1.68,0.2625,1.9575,40.0,-10.0,0,0.0,0.45179,0.0,0.00893,1,0.94872
Nd2GdCoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Gd,3,Co,1.134,1.134,-3.302,83.0,675.4,0.341499999999999,-1.1815,0.339999999999999,1.54,0.945,2.965,25.29,38.51,1,0.7536,0.55286,0.0,0.11714,1,0.88697
Nd2GdGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Gd,3,Ga,0.204499999999999,0.204499999999999,-2.3725,6.80000000000001,585.599999999999,0.514999999999999,-1.008,0.305,1.505,1.1075,2.8025,8.39,21.61,1,1.3799,0.55643,0.0,0.11357,0,0.88494
Nd2HoCoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ho,3,Co,1.0875,1.0875,-3.3485,88.8,669.599999999999,0.706,-1.54599999999999,0.324999999999999,1.555,0.815,2.835,15.5949999999999,48.205,1,0.8792,0.53964,0.0,0.10393,1,0.89459
Nd2HoErO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ho,3,Er,0.0555000000000001,0.0555000000000001,-2.2055,3.90000000000003,584.7,0.0524999999999999,-2.19949999999999,0.005,1.23499999999999,0.01,3.63999999999999,1.25499999999999,31.355,1,1.6642,0.63964,0.0,0.00393,0,0.84003
Nd2HoGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ho,3,Ga,0.157999999999999,0.157999999999999,-2.419,1.0,579.8,0.8795,-1.37249999999999,0.29,1.52,0.977499999999999,2.6725,1.30499999999999,31.305,1,2.2363,0.54321,0.0,0.10036,0,0.89252
Nd2HoInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ho,3,In,0.127499999999999,0.127499999999999,-2.3885,11.25,569.55,0.879999999999999,-1.37199999999999,0.275,1.505,0.8,2.84999999999999,2.2165,34.8264999999999,1,1.6493,0.6075,0.0,0.03607,0,0.85682
Nd2HoLuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ho,3,Lu,0.2215,0.2215,-2.0395,28.6499999999999,552.15,0.276999999999999,-1.97499999999999,0.02,1.25,0.139999999999999,3.51,4.785,27.825,1,1.7716,0.62929,0.0,0.01429,0,0.84537
Nd2HoTmO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ho,3,Tm,0.1095,0.1095,-2.1515,7.75,588.55,0.164999999999999,-2.08699999999999,0.01,1.24,0.0249999999999999,3.625,33.195,65.805,1,1.7043,0.63607,0.0,0.0075,0,0.84186
Nd2InGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,In,3,Ga,0.0304999999999999,0.0304999999999999,-2.5465,10.25,568.55,0.0005,-0.4925,0.015,1.795,0.177499999999999,1.8725,3.52149999999999,33.5215,1,2.2978,0.50714,0.0,0.06429,0,0.91388
Nd2KNbO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,K,1,Nb,1.1435,1.1435,-3.4735,122.499999999999,541.3,1.85949999999999,-2.6525,0.39,1.21,0.465,3.22499999999999,18.9,67.3,1,1.7651,0.72143,0.0,0.26429,0,0.80012
Nd2LiIrO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Li,1,Ir,1.39249999999999,1.39249999999999,-4.2665,178.899999999999,699.1,0.0675,-1.0225,0.61,1.59,0.509,2.119,45.7,105.3,0,0.0,0.475,0.0,0.06786,0,0.93379
Nd2LiOsO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Li,1,Os,1.5835,1.5835,-4.4575,159.599999999999,679.8,0.0629999999999999,-1.153,0.61,1.59,0.519999999999999,2.13,23.2,82.8,0,0.0888,0.47679,0.0,0.06607,0,0.93266
Nd2LiRuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Li,1,Ru,0.355,0.355,-3.229,95.4499999999999,615.65,0.247,-0.843,0.61,1.59,0.497499999999999,2.1075,20.7,80.3,0,0.0119,0.47321,0.0,0.06964,0,0.93492
Nd2LuGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Lu,3,Ga,0.379499999999999,0.379499999999999,-2.1975,27.6499999999999,551.15,0.6025,-1.0955,0.27,1.54,0.8375,2.5325,3.48,26.52,1,2.4034,0.52893,0.0,0.08607,0,0.90086
Nd2LuInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Lu,3,In,0.349,0.349,-2.167,17.3999999999999,540.9,0.603,-1.095,0.255,1.525,0.66,2.71,7.0015,30.0415,1,1.8208,0.59321,0.0,0.02179,0,0.86451
Nd2LuTlO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Lu,3,Tl,0.274499999999999,0.274499999999999,-2.0925,32.8999999999999,556.4,0.5685,-1.1295,0.175,1.445,0.5675,2.8025,3.92,26.96,1,1.2757,0.62357,0.0,0.00857,0,0.84834
Nd2MgIrO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mg,2,Ir,0.476499999999999,0.476499999999999,-5.1825,70.1499999999999,807.85,0.1865,-1.1415,0.445,1.755,0.299,2.32899999999999,95.5,55.5,0,0.0189,0.48036,0.0,0.03393,0,0.93041
Nd2MgPtO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mg,2,Pt,0.285499999999999,0.285499999999999,-4.9915,65.3499999999999,803.05,0.318,-1.01,0.484999999999999,1.795,0.335,2.365,122.65,82.65,1,1.6922,0.48036,0.0,0.03393,0,0.93041
Nd2MgSnO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mg,2,Sn,0.5065,0.5065,-4.1995,14.55,723.15,0.394,-0.934,0.324999999999999,1.635,0.0749999999999999,1.95499999999999,73.649,33.649,1,2.572,0.50357,0.0,0.01071,0,0.91605
Nd2MgTiO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mg,2,Ti,0.169,0.169,-4.537,39.85,697.85,1.4495,-2.7775,0.114999999999999,1.425,0.275,2.30499999999999,23.8,-16.2,1,2.6614,0.47321,0.0,0.04107,0,0.93492
Nd2MnNiO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mn,3,Ni,0.00700000000000011,0.00700000000000011,-4.451,9.65000000000003,727.05,0.156999999999999,-0.903999999999999,0.179999999999999,1.73,0.02,2.2,81.0,31.0,0,0.2646,0.44464,0.0,0.01607,1,0.95341
Nd2MnRhO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mn,3,Rh,0.4275,0.4275,-4.0165,1.19999999999998,718.599999999999,1.152,-2.213,0.364999999999999,1.915,0.149999999999999,2.37,79.85,29.85,0,0.0705,0.46786,0.0,0.00714,1,0.93834
Nd2MnTiO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Mn,2,Ti,0.0379999999999998,0.0379999999999998,-4.406,29.6999999999999,687.7,1.583,-2.644,0.005,1.545,0.179999999999999,2.4,28.8,-21.2,0,0.0,0.5125,0.0,0.08036,1,0.91064
Nd2NaIrO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Na,1,Ir,1.456,1.456,-4.20299999999999,191.1,686.9,0.111499999999999,-0.843499999999999,0.635,1.565,0.0109999999999998,2.639,49.05,101.95,0,0.0288,0.56786,0.0,0.16071,0,0.87849
Nd2NaOsO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Na,1,Os,1.647,1.647,-4.394,171.799999999999,667.6,0.242,-0.974,0.635,1.565,0.0,2.65,26.55,79.45,0,0.0142,0.56964,0.0,0.15893,0,0.87749
Nd2NaRuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Na,1,Ru,0.4185,0.4185,-3.16549999999999,107.65,603.45,0.068,-0.663999999999999,0.635,1.565,0.0224999999999999,2.6275,24.05,76.95,0,0.0074,0.56607,0.0,0.1625,0,0.87949
Nd2NiPtO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ni,2,Pt,0.4095,0.4095,-4.8675,65.8499999999999,802.55,0.0275,-0.7195,0.184999999999999,2.09499999999999,0.26,2.44,46.65,158.65,0,0.0131,0.46964,0.0,0.02321,1,0.9372
Nd2NiRuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ni,2,Ru,0.437,0.437,-4.021,12.8,723.9,0.0755,-0.6715,0.145,2.055,0.212499999999999,2.3925,5.5,106.5,0,0.0,0.46786,0.0,0.025,0,0.93834
Nd2PmCoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Pm,3,Co,0.772,0.772,-3.66399999999999,111.449999999999,646.95,0.977,-1.817,0.375,1.505,0.985,3.005,25.6749999999999,38.125,1,0.6632,0.56429,0.0,0.12857,1,0.88049
Nd2PtErO6,Nd,2,Nd,2,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Pt,5,Er,1.5635,1.5635,-3.7135,139.899999999999,728.5,0.727499999999999,-1.41949999999999,0.519999999999999,1.75999999999999,0.464999999999999,3.165,87.6,117.7,0,0.0,0.52143,0.0,0.11429,0,0.97269
Nd2PtHoO6,Nd,2,Nd,2,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Pt,5,Ho,1.508,1.508,-3.769,143.8,724.599999999999,0.779999999999999,-1.472,0.524999999999999,1.755,0.474999999999999,3.175,86.345,118.955,0,0.0,0.52536,0.0,0.11821,0,0.97018
Nd2PtLuO6,Nd,2,Nd,2,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Pt,5,Lu,1.7295,1.7295,-3.5475,172.45,695.95,0.503,-1.19499999999999,0.504999999999999,1.775,0.334999999999999,3.035,91.13,114.17,0,0.0,0.51107,0.0,0.10393,0,0.97935
Nd2RhLuO6,Nd,2,Nd,2,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Rh,5,Lu,0.8855,0.8855,-2.7035,98.1499999999999,621.65,0.8335,-2.5315,0.504999999999999,1.775,0.425,2.945,43.33,66.37,1,0.6166,0.50393,0.0,0.11107,0,0.98401
Nd2RuLuO6,Nd,2,Nd,2,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ru,5,Lu,0.883,0.883,-2.701,93.8,617.3,0.550999999999999,-1.147,0.465,1.735,0.3825,2.9875,38.98,62.0199999999999,0,0.0044,0.50929,0.0,0.10571,0,0.98051
Nd2ScGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Sc,3,Ga,0.3565,0.3565,-2.9335,26.1,604.9,1.347,-1.83999999999999,0.224999999999999,1.585,0.5275,2.2225,5.94999999999999,24.05,1,2.5963,0.4875,0.0,0.04464,0,0.92594
Nd2TbDyO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tb,3,Dy,0.012,0.012,-2.495,3.90000000000003,568.3,0.0649999999999999,-2.312,0.0599999999999999,1.16,0.11,3.78,10.645,23.315,1,1.4988,0.65536,0.0,0.00393,0,0.83205
Nd2TbErO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tb,3,Er,0.1665,0.1665,-2.3165,12.1,576.5,0.114999999999999,-2.26199999999999,0.0699999999999999,1.17,0.13,3.76,8.715,21.385,1,1.5807,0.6475,0.0,0.01179,0,0.83602
Nd2TbHoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tb,3,Ho,0.110999999999999,0.110999999999999,-2.372,8.19999999999998,572.599999999999,0.0625,-2.3145,0.0649999999999999,1.165,0.12,3.77,9.96999999999999,22.64,1,1.5404,0.65143,0.0,0.00786,0,0.83403
Nd2TbLuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tb,3,Lu,0.3325,0.3325,-2.1505,20.4499999999999,543.95,0.339499999999999,-2.03749999999999,0.0849999999999999,1.185,0.26,3.63,5.185,17.855,1,1.6908,0.63714,0.0,0.02214,0,0.84131
Nd2TbTmO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tb,3,Tm,0.2205,0.2205,-2.2625,15.9499999999999,580.349999999999,0.227499999999999,-2.14949999999999,0.0749999999999999,1.175,0.145,3.745,43.165,55.835,1,1.6217,0.64393,0.0,0.01536,0,0.83784
Nd2TlGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tl,3,Ga,0.104999999999999,0.104999999999999,-2.472,5.25,584.05,0.034,-0.527,0.0949999999999999,1.715,0.269999999999999,1.96499999999999,0.439999999999999,30.4399999999999,1,1.3071,0.5375,0.0,0.09464,0,0.89583
Nd2TlInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tl,3,In,0.0745,0.0745,-2.4415,15.5,573.8,0.0345,-0.5265,0.0799999999999999,1.7,0.0925,2.1425,3.0815,33.9615,1,0.8301,0.60179,0.0,0.03036,0,0.85988
Nd2TmAlO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,Al,0.3345,0.3345,-2.3765,9.34999999999996,586.95,0.739,-1.183,0.18,1.43,0.9625,2.6375,27.5,71.5,1,2.4193,0.50536,0.0,0.12321,0,0.91496
Nd2TmBO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,B,0.782,0.782,-2.824,102.15,698.45,0.811999999999999,-1.10999999999999,0.395,1.645,1.4025,2.1975,36.15,62.85,1,2.4573,0.41071,0.0,0.21786,0,0.97634
Nd2TmCoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,Co,1.197,1.197,-3.239,81.05,677.349999999999,0.540999999999999,-1.381,0.314999999999999,1.565,0.79,2.81,17.6,81.4,1,0.944,0.53214,0.0,0.09643,1,0.89897
Nd2TmCuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,Cu,1.2855,1.2855,-3.3275,74.55,670.849999999999,0.615,-1.307,0.324999999999999,1.575,0.78,2.82,9.75,108.75,0,0.0,0.50714,0.0,0.12143,0,0.91388
Nd2TmGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,Ga,0.2675,0.2675,-2.3095,8.75,587.55,0.714499999999999,-1.2075,0.28,1.53,0.9525,2.6475,34.5,64.5,1,2.3278,0.53571,0.0,0.09286,0,0.89687
Nd2TmInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,In,0.237,0.237,-2.279,19.0,577.3,0.715,-1.20699999999999,0.265,1.515,0.775,2.825,30.9785,68.0215,1,1.7423,0.6,0.0,0.02857,0,0.86084
Nd2TmLuO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,Lu,0.111999999999999,0.111999999999999,-1.93,36.3999999999999,559.9,0.111999999999999,-1.81,0.01,1.26,0.114999999999999,3.485,37.98,61.0199999999999,1,1.8477,0.62179,0.0,0.00679,0,0.84928
Nd2TmNiO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Tm,3,Ni,1.208,1.208,-3.25,70.2,666.5,0.587499999999999,-1.3345,0.329999999999999,1.58,0.71,2.89,6.5,105.5,0,0.0,0.52857,0.0,0.1,1,0.90107
Nd2VTbO6,Nd,2,Nd,2,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,V,4,Tb,0.993,0.993,-3.476,42.9499999999999,607.349999999999,0.9925,-3.3695,0.264999999999999,1.365,0.73,3.16,19.015,31.685,0,0.0,0.47857,0.0,0.06429,1,1.00088
Nd2YCoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Y,3,Co,0.937,0.937,-3.49899999999999,71.3999999999999,687.0,0.796,-1.636,0.329999999999999,1.54999999999999,0.459999999999999,2.48,17.0999999999999,46.7,1,0.8617,0.53929,0.0,0.10357,1,0.89479
Nd2YErO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Y,3,Er,0.205999999999999,0.205999999999999,-2.356,13.5,602.1,0.1425,-2.2895,0.01,1.23,0.345,3.285,0.25,29.85,1,1.6818,0.63929,0.0,0.00357,0,0.84021
Nd2YGaO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Y,3,Ga,0.00750000000000006,0.00750000000000006,-2.56949999999999,18.4,597.2,0.9695,-1.4625,0.295,1.515,0.622499999999999,2.3175,0.199999999999999,29.8,1,2.2521,0.54286,0.0,0.1,0,0.89272
Nd2YHoO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Y,3,Ho,0.150499999999999,0.150499999999999,-2.4115,17.4,598.2,0.09,-2.34199999999999,0.005,1.225,0.355,3.295,1.50499999999999,31.105,1,1.6434,0.64321,0.0,0.00036,0,0.8382
Nd2YInO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Y,3,In,0.0229999999999999,0.0229999999999999,-2.53899999999999,28.65,586.95,0.97,-1.462,0.28,1.5,0.445,2.495,3.72149999999999,33.3215,1,1.6729,0.60714,0.0,0.03571,0,0.85701
Nd2YTmO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Y,3,Tm,0.26,0.26,-2.30199999999999,9.65000000000003,605.95,0.255,-2.177,0.015,1.23499999999999,0.33,3.27,34.7,64.3,1,1.7209,0.63571,0.0,0.00714,0,0.84204
Nd2ZnPtO6,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Zn,2,Pt,0.351,0.351,-5.628,19.0,887.4,0.2105,-0.9025,0.314999999999999,1.96499999999999,0.41,2.29,131.65,73.65,1,1.3777,0.4875,0.0,0.04107,0,0.92594
NdAgO3,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Ag,3,Ag,0.0,0.0,-4.405,0.0,731.0,0.0,-0.729,0.0,1.93,0.0,2.375,0.0,125.7,0,0.0,0.53571,0.0,0.0,0,0.89687
NdAlGa2O6,Nd,3,Al,3,0.1345,-2.8455,23.9499999999999,553.65,1.218,-1.662,0.235,1.375,1.1575,2.8325,17.3,26.7,Ga,3,Ga,0.0,0.0,-2.577,0.0,578.8,0.0,-0.493,0.0,1.81,0.0,1.695,0.0,30.0,0,0.0,0.44286,0.1275,0.0,0,0.89211
NdAlO3,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Al,3,Al,0.0,0.0,-2.711,0.0,577.6,0.0,-0.444,0.0,1.61,0.0,1.675,0.0,44.0,1,2.8669,0.38214,0.0,0.0,1,0.99653
NdAsO3,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,As,3,As,0.0,0.0,-5.194,0.0,946.5,0.0,-0.532,0.0,2.18,0.0,1.415,0.0,78.0,0,0.0,0.41429,0.0,0.0,0,0.97388
NdAuFeInO6,Nd,3,Au,3,1.39,-4.37,180.2,709.9,1.05799999999999,-1.822,0.7,1.83999999999999,0.665,3.325,106.7,116.1,Fe,3,In,0.959,0.959,-3.475,100.5,658.8,0.225499999999999,-0.7175,0.025,1.805,0.03,2.08,10.6715,26.3714999999999,0,0.0,0.51607,0.01179,0.05536,1,0.91399
NdAuMnInO6,Nd,3,Au,3,1.39,-4.37,180.2,709.9,1.05799999999999,-1.822,0.7,1.83999999999999,0.665,3.325,106.7,116.1,Mn,3,In,0.964,0.964,-3.48,79.55,637.849999999999,0.2845,-0.7765,0.114999999999999,1.665,0.0850000000000001,2.135,43.5215,-6.4785,0,0.0,0.51607,0.01179,0.05536,1,0.91399
NdAuO3,Nd,3,Nd,3,0.0,-2.98,0.0,529.7,0.0,-2.88,0.0,1.14,0.0,3.99,0.0,9.4,Au,3,Au,0.0,0.0,-5.76,0.0,890.1,0.0,-0.764,0.0,2.54,0.0,2.66,0.0,222.8,0,0.0,0.60714,0.0,0.0,0,0.85701
